rain_qy,inflow_qy,outflow_qy,reserve_qy,reserve_rt,tot_qy,valid_qy,unused_qy,maximum_use_qy,avg_hmd,avg_tmr,avg_wv,sun_sum,dam_nm_대청,dam_nm_안동,year_2019,year_2020,year_2021,year_2022,season_autumn,season_spring,season_summer,season_winter
0.0,4.244788380118033,5.239787424357633,1162.703,0.78,1490.0,790.0,450.0,790.0,0.682,14.3,0.5306282510621704,5.0,1,0,1,0,0,0,1,0,0,0
0.0,2.484656618532791,3.456190489956195,935.399,0.628,1490.0,790.0,450.0,790.0,0.6970000000000001,3.1,0.4700036292457356,3.3,1,0,0,1,0,0,0,0,0,1
0.0,2.7811767394263147,3.4144097131342903,1089.219,0.731,1490.0,790.0,450.0,790.0,0.6709999999999999,3.2,0.8754687373538999,3.1,1,0,1,0,0,0,0,0,0,1
0.09912109086780718,2.2024332110436045,3.94926098503295,831.9009,0.5583,1490.0,790.0,450.0,790.0,0.503,21.2,1.1939224684724346,13.1,1,0,0,0,0,1,0,1,0,0
0.0,2.624668592163159,3.5267428044790794,976.758,0.6555,1490.0,790.0,450.0,790.0,0.615,14.7,0.5877866649021191,8.4,1,0,0,0,0,1,1,0,0,0
0.026934001240080944,2.468269008634977,3.513096474159564,991.2503,0.665,1490.0,790.0,450.0,790.0,0.613,-3.7,0.7884573603642702,3.1,1,0,0,0,0,1,0,0,0,1
0.13032626167557426,6.322110917708051,5.413973697926716,1213.948,0.8150000000000001,1490.0,790.0,450.0,790.0,0.7759999999999999,22.7,0.6931471805599453,9.0,1,0,1,0,0,0,1,0,0,0
1.1269405606549672,2.7775140727622745,3.4091655513113324,1076.332,0.7220000000000001,1490.0,790.0,450.0,790.0,0.495,0.0,1.0296194171811583,3.3,1,0,1,0,0,0,0,0,0,1
0.0,2.2534998853035546,3.393467583600214,979.67,0.658,1490.0,790.0,450.0,790.0,0.6459999999999999,10.7,0.5306282510621704,8.7,1,0,0,1,0,0,1,0,0,0
2.7496654808884893,3.5024896331440276,3.8304007175410533,916.965,0.615,1490.0,790.0,450.0,790.0,0.762,23.6,0.7419373447293773,7.1,1,0,1,0,0,0,1,0,0,0
0.0,3.5500770512334774,4.609490838511427,1128.432,0.757,1490.0,790.0,450.0,790.0,0.496,5.0,1.308332819650179,9.1,1,0,0,1,0,0,0,1,0,0
