dam_nm,obsr_de,rain_qy,inflow_qy,outflow_qy,reserve_qy,reserve_rt,tot_qy,valid_qy,unused_qy,maximum_use_qy,avg_hmd,avg_tmr,avg_wv,sun_sum
충주,2020-10-17,0.0,40.624,49.778,1871.493,0.665,2750.0,1789.0,596.0,1789.0,0.789,9.9,0.8,7.1
충주,2020-10-18,0.0,31.506,49.807,1869.912,0.664,2750.0,1789.0,596.0,1789.0,0.79,9.5,0.9,7.5
충주,2020-10-19,0.0,40.669,49.816,1869.122,0.664,2750.0,1789.0,596.0,1789.0,0.783,10.8,0.7,7.8
충주,2020-10-20,0.0,31.566,49.854,1867.542,0.663,2750.0,1789.0,596.0,1789.0,0.766,11.1,0.7,9.9
충주,2020-10-21,0.0,31.549,49.829,1865.962,0.663,2750.0,1789.0,596.0,1789.0,0.855,11.0,0.7,4.43
충주,2020-10-22,0.0,31.554,49.825,1864.384,0.662,2750.0,1789.0,596.0,1789.0,0.73,12.4,1.2,3.1
충주,2020-10-23,0.0,22.437,49.828,1862.017,0.6609999999999999,2750.0,1789.0,596.0,1789.0,0.636,6.8,1.8,9.9
충주,2020-10-24,0.0,31.578,49.828,1860.44,0.6609999999999999,2750.0,1789.0,596.0,1789.0,0.606,5.8,1.8,9.8
충주,2020-10-25,0.0,40.698,49.82,1859.652,0.6609999999999999,2750.0,1789.0,596.0,1789.0,0.745,8.0,1.1,8.1
충주,2020-10-26,0.0,22.485,49.837,1857.289,0.66,2750.0,1789.0,596.0,1789.0,0.779,9.1,0.8,9.4
충주,2020-10-27,0.0,22.487,49.82,1854.928,0.659,2750.0,1789.0,596.0,1789.0,0.813,9.7,0.7,7.2
충주,2020-10-28,0.0,31.608,49.819,1853.354,0.658,2750.0,1789.0,596.0,1789.0,0.684,11.7,1.1,6.4
충주,2020-10-29,0.0,23.695,49.82,1808.404,0.658,2750.0,1789.0,596.0,1789.0,0.643,7.2,1.0,9.2
충주,2020-10-30,0.0,32.441,49.847,1806.9,0.657,2750.0,1789.0,596.0,1789.0,0.688,8.4,0.8,9.5
충주,2020-10-31,0.0,23.715,49.808,1804.645,0.6559999999999999,2750.0,1789.0,596.0,1789.0,0.708,10.3,0.8,8.2
충주,2020-09-01,0.3871,116.03,761.384,1445.819,0.526,2750.0,1789.0,596.0,1789.0,0.728,25.9,2.0,10.2
충주,2020-09-02,32.5932,118.12,757.36,1390.588,0.506,2750.0,1789.0,596.0,1789.0,0.93,24.0,0.8,3.4
충주,2020-09-03,61.038,2165.373,753.695,1512.557,0.55,2750.0,1789.0,596.0,1789.0,0.77,23.4,3.4,3.3
충주,2020-09-04,0.0,1615.083,908.093,1573.641,0.5720000000000001,2750.0,1789.0,596.0,1789.0,0.718,22.6,1.6,9.9
충주,2020-09-05,0.0528,622.606,1191.271,1524.509,0.554,2750.0,1789.0,596.0,1789.0,0.841,19.9,0.8,5.16
충주,2020-09-06,14.9754,350.336,1132.601,1456.921,0.53,2750.0,1789.0,596.0,1789.0,0.785,20.1,2.6,6.62
충주,2020-09-07,57.8234,880.937,942.527,1451.599,0.528,2750.0,1789.0,596.0,1789.0,0.881,18.9,2.6,3.81
충주,2020-09-08,0.7867,2094.411,564.825,1583.756,0.5760000000000001,2750.0,1789.0,596.0,1789.0,0.7490000000000001,22.5,2.8,7.2
충주,2020-09-09,8.5825,1059.194,360.705,1644.105,0.598,2750.0,1789.0,596.0,1789.0,0.816,20.8,1.3,5.7
충주,2020-09-10,0.1495,659.245,360.133,1669.948,0.6070000000000001,2750.0,1789.0,596.0,1789.0,0.8140000000000001,21.4,0.8,6.8
충주,2020-09-11,0.9119,445.458,100.33,1699.767,0.618,2750.0,1789.0,596.0,1789.0,0.7490000000000001,21.0,2.3,0.6
충주,2020-09-12,16.9805,369.978,100.106,1723.084,0.627,2750.0,1789.0,596.0,1789.0,0.821,19.3,1.9,0.1
충주,2020-09-13,0.2937,363.387,100.235,1745.821,0.635,2750.0,1789.0,596.0,1789.0,0.7709999999999999,20.0,1.0,9.3
충주,2020-09-14,0.0123,383.116,100.276,1770.258,0.644,2750.0,1789.0,596.0,1789.0,0.848,19.7,0.8,6.4
충주,2020-09-15,0.0,295.981,100.247,1787.169,0.65,2750.0,1789.0,596.0,1789.0,0.763,22.0,1.0,8.6
충주,2020-09-16,4.8911,252.173,100.21,1800.299,0.655,2750.0,1789.0,596.0,1789.0,0.886,20.9,0.9,1.9
충주,2020-09-17,0.183,216.877,100.251,1810.376,0.658,2750.0,1789.0,596.0,1789.0,0.87,20.2,0.8,7.19
충주,2020-09-18,0.0413,190.193,100.233,1818.148,0.6609999999999999,2750.0,1789.0,596.0,1789.0,0.733,19.2,1.4,7.0
충주,2020-09-19,1.6263,163.337,100.237,1823.6,0.663,2750.0,1789.0,596.0,1789.0,0.8690000000000001,17.2,0.9,3.9
충주,2020-09-20,0.0289,145.393,100.257,1827.5,0.665,2750.0,1789.0,596.0,1789.0,0.753,16.1,1.1,9.7
충주,2020-09-21,0.0,127.339,100.232,1829.842,0.665,2750.0,1789.0,596.0,1789.0,0.8009999999999999,15.5,0.7,8.5
충주,2020-09-22,0.0,109.276,100.236,1830.623,0.6659999999999999,2750.0,1789.0,596.0,1789.0,0.693,17.6,1.7,8.9
충주,2020-09-23,0.3333,100.254,100.254,1830.623,0.6659999999999999,2750.0,1789.0,596.0,1789.0,0.654,18.3,2.3,6.3
충주,2020-09-24,1.2412,100.255,100.255,1830.623,0.6659999999999999,2750.0,1789.0,596.0,1789.0,0.6759999999999999,19.0,2.2,8.0
충주,2020-09-25,5.9057,91.195,100.235,1829.842,0.665,2750.0,1789.0,596.0,1789.0,0.7340000000000001,17.7,1.3,6.6
충주,2020-09-26,1.4134,172.624,100.244,1836.095,0.668,2750.0,1789.0,596.0,1789.0,0.753,16.8,1.3,8.5
충주,2020-09-27,0.1831,172.757,100.239,1842.361,0.67,2750.0,1789.0,596.0,1789.0,0.761,17.0,1.0,10.2
충주,2020-09-28,0.0,154.727,100.248,1847.068,0.672,2750.0,1789.0,596.0,1789.0,0.77,16.4,0.8,10.9
충주,2020-09-29,0.0,118.405,100.228,1848.638,0.672,2750.0,1789.0,596.0,1789.0,0.8029999999999999,16.2,0.8,6.5
충주,2020-09-30,0.4898,109.323,100.231,1849.424,0.6729999999999999,2750.0,1789.0,596.0,1789.0,0.79,17.3,0.7,7.4
충주,2019-11-01,0.0,38.286,74.992,1878.618,0.6829999999999999,2750.0,1789.0,596.0,1789.0,0.8,13.0,0.6,12.02
충주,2019-11-02,0.0,29.162,74.996,1874.658,0.682,2750.0,1789.0,596.0,1789.0,0.831,11.6,0.5,8.59
충주,2019-11-03,3.3192,29.248,75.028,1870.703,0.68,2750.0,1789.0,596.0,1789.0,0.789,13.1,1.8,9.22
충주,2019-11-04,0.081,29.291,75.017,1866.752,0.679,2750.0,1789.0,596.0,1789.0,0.774,10.8,0.8,11.63
충주,2019-11-05,0.0,20.201,75.002,1862.017,0.677,2750.0,1789.0,596.0,1789.0,0.8300000000000001,8.7,0.8,8.71
충주,2019-11-06,0.0,47.625,74.996,1859.652,0.6759999999999999,2750.0,1789.0,596.0,1789.0,0.8029999999999999,8.2,0.7,9.59
충주,2019-11-07,0.0,38.529,74.994,1856.502,0.675,2750.0,1789.0,596.0,1789.0,0.6970000000000001,8.3,1.1,12.17
충주,2019-11-08,0.0,29.437,74.97,1852.568,0.674,2750.0,1789.0,596.0,1789.0,0.675,4.0,1.0,12.75
충주,2019-11-09,0.0,29.529,75.008,1848.638,0.672,2750.0,1789.0,596.0,1789.0,0.6729999999999999,4.8,0.8,12.3
충주,2019-11-10,2.9683,47.755,75.017,1846.283,0.6709999999999999,2750.0,1789.0,596.0,1789.0,0.7290000000000001,7.2,1.4,6.96
충주,2019-11-11,1.5629,20.54,75.006,1841.577,0.67,2750.0,1789.0,596.0,1789.0,0.8570000000000001,9.7,1.2,6.45
충주,2019-11-12,0.0,29.66,74.989,1837.661,0.668,2750.0,1789.0,596.0,1789.0,0.891,6.3,0.6,7.32
충주,2019-11-13,4.3973,20.671,74.995,1832.967,0.667,2750.0,1789.0,596.0,1789.0,0.8959999999999999,6.0,1.1,2.96
충주,2019-11-14,0.0,38.829,75.002,1829.842,0.665,2750.0,1789.0,596.0,1789.0,0.41500000000000004,1.4,2.4,13.12
충주,2019-11-15,8.3806,29.82,74.988,1825.939,0.664,2750.0,1789.0,596.0,1789.0,0.84,3.6,0.7,3.97
충주,2019-11-16,1.3893,29.868,74.982,1822.041,0.663,2750.0,1789.0,596.0,1789.0,0.925,8.2,0.5,6.45
충주,2019-11-17,24.3679,56.979,75.01,1820.483,0.662,2750.0,1789.0,596.0,1789.0,0.9520000000000001,8.5,1.6,1.48
충주,2019-11-18,18.8056,156.208,75.003,1827.5,0.665,2750.0,1789.0,596.0,1789.0,0.672,6.9,3.2,7.82
충주,2019-11-19,0.0,174.492,75.005,1836.095,0.668,2750.0,1789.0,596.0,1789.0,0.589,1.5,2.4,10.89
충주,2019-11-20,0.0,147.483,74.965,1842.361,0.67,2750.0,1789.0,596.0,1789.0,0.658,-0.8,0.9,12.06
충주,2019-11-21,0.0,120.38,74.987,1846.283,0.6709999999999999,2750.0,1789.0,596.0,1789.0,0.7090000000000001,0.9,0.6,8.88
충주,2019-11-22,0.0,84.169,75.084,1847.068,0.672,2750.0,1789.0,596.0,1789.0,0.715,6.5,0.8,10.79
충주,2019-11-23,0.0,75.004,75.004,1847.068,0.672,2750.0,1789.0,596.0,1789.0,0.826,7.6,0.7,8.24
충주,2019-11-24,0.8696,57.07,75.238,1845.498,0.6709999999999999,2750.0,1789.0,596.0,1789.0,0.793,11.1,1.2,9.05
충주,2019-11-25,0.7736,75.014,75.014,1845.498,0.6709999999999999,2750.0,1789.0,596.0,1789.0,0.772,3.5,1.3,3.92
충주,2019-11-26,0.0968,47.768,75.004,1843.145,0.67,2750.0,1789.0,596.0,1789.0,0.799,4.6,0.7,8.68
충주,2019-11-27,0.2628,47.777,74.994,1840.793,0.669,2750.0,1789.0,596.0,1789.0,0.665,4.8,1.2,7.83
충주,2019-11-28,0.4664,56.861,74.995,1839.227,0.669,2750.0,1789.0,596.0,1789.0,0.7490000000000001,2.9,0.7,8.51
충주,2019-11-29,0.121,47.827,75.011,1836.878,0.668,2750.0,1789.0,596.0,1789.0,0.745,0.7,0.8,9.92
충주,2019-11-30,0.0242,38.782,74.998,1833.749,0.667,2750.0,1789.0,596.0,1789.0,0.679,2.8,0.8,9.51
충주,2020-07-01,3.0448,131.883,110.227,1300.988,0.473,2750.0,1789.0,596.0,1789.0,0.8790000000000001,18.9,1.0,8.82
충주,2020-07-02,0.0,186.98,110.241,1307.618,0.47600000000000003,2750.0,1789.0,596.0,1789.0,0.706,23.6,1.1,9.4
충주,2020-07-03,0.1262,109.957,110.207,1307.597,0.47600000000000003,2750.0,1789.0,596.0,1789.0,0.745,21.5,1.5,1.3
충주,2020-07-04,0.9131,77.521,110.226,1304.771,0.47500000000000003,2750.0,1789.0,596.0,1789.0,0.741,22.1,1.2,7.7
충주,2020-07-05,0.0123,59.031,110.225,1300.348,0.473,2750.0,1789.0,596.0,1789.0,0.756,23.4,1.0,6.9
충주,2020-07-06,0.0,42.378,110.223,1294.486,0.47100000000000003,2750.0,1789.0,596.0,1789.0,0.7540000000000001,24.2,1.3,6.3
충주,2020-07-07,0.0,34.904,110.283,1287.973,0.46799999999999997,2750.0,1789.0,596.0,1789.0,0.768,24.0,1.4,1.2
충주,2020-07-08,0.1504,34.538,110.233,1281.433,0.466,2750.0,1789.0,596.0,1789.0,0.73,24.9,1.2,8.3
충주,2020-07-09,0.0218,26.902,110.23,1274.234,0.46299999999999997,2750.0,1789.0,596.0,1789.0,0.6709999999999999,26.4,1.5,10.0
충주,2020-07-10,3.1462,9.441,110.237,1265.525,0.46,2750.0,1789.0,596.0,1789.0,0.74,25.0,2.1,4.5
충주,2020-07-11,0.2691,28.785,110.221,1258.489,0.45799999999999996,2750.0,1789.0,596.0,1789.0,0.7040000000000001,24.9,1.5,2.6
충주,2020-07-12,5.1006,44.353,110.248,1252.796,0.456,2750.0,1789.0,596.0,1789.0,0.778,22.0,2.4,6.92
충주,2020-07-13,55.1024,239.754,110.216,1263.988,0.46,2750.0,1789.0,596.0,1789.0,0.84,19.1,2.9,3.26
충주,2020-07-14,12.9727,198.745,110.224,1271.636,0.45670000000000005,2750.0,1789.0,596.0,1789.0,0.848,19.7,1.1,9.08
충주,2020-07-15,1.2032,376.962,110.228,1294.682,0.47100000000000003,2750.0,1789.0,596.0,1789.0,0.828,20.5,1.0,4.8
충주,2020-07-16,3.4442,246.557,110.222,1306.461,0.47500000000000003,2750.0,1789.0,596.0,1789.0,0.7859999999999999,22.8,0.8,6.6
충주,2020-07-17,0.4001,188.705,110.211,1313.243,0.478,2750.0,1789.0,596.0,1789.0,0.7590000000000001,24.6,1.1,8.4
충주,2020-07-18,0.0318,124.379,110.229,1314.465,0.478,2750.0,1789.0,596.0,1789.0,0.698,24.6,1.4,10.8
충주,2020-07-19,0.2948,91.79,110.243,1312.871,0.47700000000000004,2750.0,1789.0,596.0,1789.0,0.768,24.7,2.9,0.8
충주,2020-07-20,13.0848,102.759,110.221,1312.226,0.47700000000000004,2750.0,1789.0,596.0,1789.0,0.86,24.4,1.7,5.53
충주,2020-07-21,0.0,92.711,110.21,1310.714,0.47700000000000004,2750.0,1789.0,596.0,1789.0,0.741,24.9,0.9,8.4
충주,2020-07-22,13.1793,228.106,110.224,1320.899,0.48,2750.0,1789.0,596.0,1789.0,0.9209999999999999,22.5,1.1,4.56
충주,2020-07-23,39.5328,343.172,40.223,1347.074,0.49,2750.0,1789.0,596.0,1789.0,0.8890000000000001,21.1,3.2,3.39
충주,2020-07-24,21.9282,594.497,87.615,1390.869,0.506,2750.0,1789.0,596.0,1789.0,0.823,21.8,2.5,6.62
충주,2020-07-25,12.38,968.126,87.615,1466.945,0.533,2750.0,1789.0,596.0,1789.0,0.891,22.5,1.0,0.5
충주,2020-07-26,6.3671,934.317,87.639,1540.098,0.56,2750.0,1789.0,596.0,1789.0,0.891,22.7,0.6,1.6
충주,2020-07-27,2.3548,490.931,110.225,1572.991,0.5720000000000001,2750.0,1789.0,596.0,1789.0,0.8790000000000001,23.4,1.2,0.2
충주,2020-07-28,7.456,418.47,110.231,1599.623,0.5820000000000001,2750.0,1789.0,596.0,1789.0,0.904,23.3,1.3,10.09
충주,2020-07-29,54.311,1217.27,110.181,1695.275,0.617,2750.0,1789.0,596.0,1789.0,0.924,23.5,1.3,0.2
충주,2020-07-30,21.3332,1839.225,299.819,1828.28,0.665,2750.0,1789.0,596.0,1789.0,0.9109999999999999,24.2,1.1,2.6
충주,2020-07-31,0.0,844.712,499.845,1858.077,0.6759999999999999,2750.0,1789.0,596.0,1789.0,0.8490000000000001,25.9,0.8,3.2
충주,2020-11-01,0.9248,41.098,49.792,1803.894,0.6559999999999999,2750.0,1789.0,596.0,1789.0,0.888,11.5,0.6,1.74
충주,2020-11-02,0.0542,23.745,49.813,1801.642,0.655,2750.0,1789.0,596.0,1789.0,0.6509999999999999,9.8,1.2,7.7
충주,2020-11-03,0.5783,15.095,49.822,1798.641,0.654,2750.0,1789.0,596.0,1789.0,0.52,4.8,2.4,9.0
충주,2020-11-04,0.0,23.789,49.812,1796.393,0.653,2750.0,1789.0,596.0,1789.0,0.541,2.0,1.2,9.4
충주,2020-11-05,0.0,32.483,49.821,1794.895,0.653,2750.0,1789.0,596.0,1789.0,0.629,6.0,0.7,8.1
충주,2020-11-06,0.0,15.156,49.807,1791.901,0.652,2750.0,1789.0,596.0,1789.0,0.684,11.2,0.5,0.4
충주,2020-11-07,0.0,23.849,49.815,1789.658,0.6509999999999999,2750.0,1789.0,596.0,1789.0,0.691,12.4,1.4,5.9
충주,2020-11-08,0.0,23.857,49.804,1787.416,0.65,2750.0,1789.0,596.0,1789.0,0.501,8.1,2.2,9.1
충주,2020-11-09,0.0,23.89,49.818,1785.176,0.649,2750.0,1789.0,596.0,1789.0,0.47600000000000003,4.4,1.3,7.9
충주,2020-11-10,0.0,25.279,59.819,1782.191,0.648,2750.0,1789.0,596.0,1789.0,0.594,4.9,1.2,9.1
충주,2020-11-11,0.0,26.695,69.823,1778.465,0.647,2750.0,1789.0,596.0,1789.0,0.675,5.2,0.7,8.9
충주,2020-11-12,0.0,20.315,80.604,1773.256,0.645,2750.0,1789.0,596.0,1789.0,0.6659999999999999,5.9,0.7,8.8
충주,2020-11-13,0.0,19.638,79.823,1768.056,0.643,2750.0,1789.0,596.0,1789.0,0.748,6.9,0.7,8.6
충주,2020-11-14,0.0,28.318,79.823,1763.606,0.6409999999999999,2750.0,1789.0,596.0,1789.0,0.755,8.6,0.8,8.2
충주,2020-11-15,0.0,11.269,79.823,1757.683,0.639,2750.0,1789.0,596.0,1789.0,0.779,8.8,0.9,8.3
충주,2020-11-16,0.0,28.48,79.806,1753.249,0.638,2750.0,1789.0,596.0,1789.0,0.8200000000000001,8.4,0.5,6.0
충주,2020-11-17,0.1488,20.027,79.811,1748.083,0.636,2750.0,1789.0,596.0,1789.0,0.7859999999999999,13.2,0.9,2.4
충주,2020-11-18,3.1511,28.65,79.81,1743.663,0.634,2750.0,1789.0,596.0,1789.0,0.848,16.4,1.3,4.04
충주,2020-11-19,28.5744,62.786,79.822,1742.191,0.634,2750.0,1789.0,596.0,1789.0,0.785,16.2,2.8,1.36
충주,2020-11-20,0.0,37.254,79.808,1738.514,0.632,2750.0,1789.0,596.0,1789.0,0.74,4.9,3.1,1.21
충주,2020-11-21,0.0,45.804,79.809,1735.576,0.631,2750.0,1789.0,596.0,1789.0,0.6940000000000001,6.7,1.4,8.0
충주,2020-11-22,2.3366,45.83,79.801,1732.641,0.63,2750.0,1789.0,596.0,1789.0,0.789,6.9,2.0,0.1
충주,2020-11-23,0.0,37.402,79.818,1728.977,0.629,2750.0,1789.0,596.0,1789.0,0.649,1.8,1.4,7.6
충주,2020-11-24,0.0,28.993,79.822,1724.585,0.627,2750.0,1789.0,596.0,1789.0,0.6829999999999999,2.1,0.7,3.7
충주,2020-11-25,0.0,29.074,79.826,1720.2,0.626,2750.0,1789.0,596.0,1789.0,0.706,2.2,0.9,8.2
충주,2020-11-26,0.0,20.691,79.805,1715.092,0.624,2750.0,1789.0,596.0,1789.0,0.743,3.4,0.7,6.9
충주,2020-11-27,0.0,29.237,79.824,1710.722,0.622,2750.0,1789.0,596.0,1789.0,0.6559999999999999,3.8,2.3,2.5
충주,2020-11-28,0.0,20.902,79.823,1705.631,0.62,2750.0,1789.0,596.0,1789.0,0.55,0.1,1.7,7.9
충주,2020-11-29,0.0,20.997,79.814,1700.549,0.618,2750.0,1789.0,596.0,1789.0,0.655,0.3,1.4,2.1
충주,2020-11-30,0.0,21.099,79.812,1695.476,0.617,2750.0,1789.0,596.0,1789.0,0.655,-1.3,1.2,8.1
충주,2020-12-01,0.0,15.413,82.386,1689.69,0.614,2750.0,1789.0,596.0,1789.0,0.638,-1.5,0.8,10.5
충주,2020-12-02,0.0433,23.882,82.372,1684.636,0.613,2750.0,1789.0,596.0,1789.0,0.618,1.1,0.8,6.87
충주,2020-12-03,0.0,15.651,82.369,1678.872,0.611,2750.0,1789.0,596.0,1789.0,0.5750000000000001,-0.4,1.4,10.7
충주,2020-12-04,0.0,15.791,82.373,1673.119,0.608,2750.0,1789.0,596.0,1789.0,0.634,-2.8,1.1,10.71
충주,2020-12-05,0.0,24.245,82.393,1668.095,0.6070000000000001,2750.0,1789.0,596.0,1789.0,0.75,-1.6,0.6,7.27
충주,2020-12-06,0.0,24.348,82.392,1663.08,0.605,2750.0,1789.0,596.0,1789.0,0.765,0.7,0.9,7.93
충주,2020-12-07,0.019,9.851,117.37,1653.791,0.601,2750.0,1789.0,596.0,1789.0,0.693,1.3,1.2,3.7
충주,2020-12-08,0.0,24.132,114.829,1645.954,0.599,2750.0,1789.0,596.0,1789.0,0.588,-2.3,1.0,10.91
충주,2020-12-09,0.0,16.183,114.832,1637.431,0.595,2750.0,1789.0,596.0,1789.0,0.658,-2.1,0.7,9.29
충주,2020-12-10,0.0152,24.648,114.807,1629.641,0.593,2750.0,1789.0,596.0,1789.0,0.685,3.0,0.6,5.74
충주,2020-12-11,0.0,16.767,114.829,1621.169,0.59,2750.0,1789.0,596.0,1789.0,0.773,2.9,0.6,6.45
충주,2020-12-12,0.0,0.823,114.842,1611.318,0.5860000000000001,2750.0,1789.0,596.0,1789.0,0.578,2.0,1.4,9.59
충주,2020-12-13,6.0363,33.653,114.84,1604.303,0.583,2750.0,1789.0,596.0,1789.0,0.778,-2.3,1.3,0.74
충주,2020-12-14,0.0991,9.588,114.814,1595.211,0.58,2750.0,1789.0,596.0,1789.0,0.501,-8.0,2.1,11.16
충주,2020-12-15,0.0,18.025,114.838,1586.847,0.5770000000000001,2750.0,1789.0,596.0,1789.0,0.467,-9.9,1.5,11.32
충주,2020-12-16,0.0,10.289,114.824,1577.815,0.574,2750.0,1789.0,596.0,1789.0,0.545,-10.8,1.6,11.31
충주,2020-12-17,0.0,18.659,114.834,1569.505,0.5710000000000001,2750.0,1789.0,596.0,1789.0,0.624,-10.1,0.8,10.96
충주,2020-12-18,0.1466,10.987,114.831,1560.533,0.568,2750.0,1789.0,596.0,1789.0,0.7040000000000001,-3.5,1.0,4.46
충주,2020-12-19,0.0,10.691,82.373,1554.34,0.5650000000000001,2750.0,1789.0,596.0,1789.0,0.563,-7.9,1.3,11.16
충주,2020-12-20,0.0304,18.797,82.37,1548.847,0.563,2750.0,1789.0,596.0,1789.0,0.634,-7.6,1.0,10.52
충주,2020-12-21,0.0,11.127,82.484,1542.682,0.561,2750.0,1789.0,596.0,1789.0,0.715,-5.4,0.7,8.64
충주,2020-12-22,0.0698,18.108,82.379,1537.129,0.559,2750.0,1789.0,596.0,1789.0,0.8150000000000001,-2.9,0.5,6.14
충주,2020-12-23,0.0,7.814,82.374,1530.687,0.557,2750.0,1789.0,596.0,1789.0,0.8200000000000001,0.3,0.5,5.85
충주,2020-12-24,0.0341,23.724,82.376,1525.619,0.555,2750.0,1789.0,596.0,1789.0,0.663,2.6,2.0,8.75
충주,2020-12-25,0.1824,9.991,82.38,1519.365,0.5529999999999999,2750.0,1789.0,596.0,1789.0,0.58,-1.7,1.7,10.13
충주,2020-12-26,0.0304,18.005,82.392,1513.802,0.551,2750.0,1789.0,596.0,1789.0,0.773,-0.6,0.7,7.7
충주,2020-12-27,0.0,17.489,82.38,1508.195,0.5479999999999999,2750.0,1789.0,596.0,1789.0,0.8059999999999999,1.2,0.5,6.77
충주,2020-12-28,0.0,10.429,82.382,1501.979,0.546,2750.0,1789.0,596.0,1789.0,0.705,3.3,0.6,8.28
충주,2020-12-29,0.3488,17.13,82.384,1496.341,0.544,2750.0,1789.0,596.0,1789.0,0.826,-0.3,1.3,4.8
충주,2020-12-30,0.0341,16.618,82.373,1490.659,0.542,2750.0,1789.0,596.0,1789.0,0.531,-8.8,4.2,11.25
충주,2020-12-31,0.0,5.607,82.378,1484.026,0.54,2750.0,1789.0,596.0,1789.0,0.585,-9.9,1.4,9.34
충주,2021-01-01,0.0152,20.073,83.658,1478.533,0.5376,2750.0,1789.0,596.0,1789.0,0.75,-6.0,1.0,6.3
충주,2021-01-02,0.0152,10.581,83.671,1472.218,0.5354,2750.0,1789.0,596.0,1789.0,0.601,-6.1,1.5,8.0
충주,2021-01-03,0.0304,9.477,83.658,1465.808,0.533,2750.0,1789.0,596.0,1789.0,0.563,-6.5,0.9,5.4
충주,2021-01-04,0.0152,6.32,83.66,1459.126,0.5306000000000001,2750.0,1789.0,596.0,1789.0,0.5750000000000001,-5.0,0.6,7.2
충주,2021-01-05,0.0,15.461,83.663,1453.234,0.5284000000000001,2750.0,1789.0,596.0,1789.0,0.53,-4.2,2.1,7.2
충주,2021-01-06,0.2498,6.074,83.676,1446.529,0.526,2750.0,1789.0,596.0,1789.0,0.594,-8.4,1.2,8.0
충주,2021-01-07,0.4892,11.418,83.682,1440.285,0.5236999999999999,2750.0,1789.0,596.0,1789.0,0.40399999999999997,-13.6,3.4,8.1
충주,2021-01-08,0.0,0.917,74.891,1433.894,0.5214,2750.0,1789.0,596.0,1789.0,0.46,-14.5,1.9,8.0
충주,2021-01-09,0.0,9.826,74.882,1428.273,0.5194,2750.0,1789.0,596.0,1789.0,0.536,-13.5,1.6,7.7
충주,2021-01-10,0.0152,10.732,74.908,1422.728,0.5174000000000001,2750.0,1789.0,596.0,1789.0,0.583,-10.7,0.9,7.7
충주,2021-01-11,0.0,5.755,74.888,1416.755,0.5152,2750.0,1789.0,596.0,1789.0,0.721,-9.7,0.6,0.1
충주,2021-01-12,0.0612,12.869,74.889,1411.397,0.5132,2750.0,1789.0,596.0,1789.0,0.733,-5.1,0.8,5.3
충주,2021-01-13,0.0219,5.431,74.888,1405.396,0.5111,2750.0,1789.0,596.0,1789.0,0.77,1.5,1.2,7.7
충주,2021-01-14,0.0456,11.879,74.881,1399.952,0.5091,2750.0,1789.0,596.0,1789.0,0.6559999999999999,0.0,0.9,8.1
충주,2021-01-15,0.1572,6.367,74.891,1394.032,0.5069,2750.0,1789.0,596.0,1789.0,0.708,3.6,1.5,0.1
충주,2021-01-16,0.0,5.898,74.89,1388.071,0.5048,2750.0,1789.0,596.0,1789.0,0.614,-2.9,2.8,5.2
충주,2021-01-17,0.0,14.208,74.905,1382.827,0.5028,2750.0,1789.0,596.0,1789.0,0.525,-6.1,1.7,8.0
충주,2021-01-18,1.995,5.574,74.889,1376.838,0.5007,2750.0,1789.0,596.0,1789.0,0.723,-3.7,1.9,0.6
충주,2021-01-19,0.0444,12.584,74.892,1371.454,0.4987,2750.0,1789.0,596.0,1789.0,0.598,-9.3,0.8,8.2
충주,2021-01-20,0.0,6.538,74.917,1365.546,0.4966,2750.0,1789.0,596.0,1789.0,0.669,-5.2,0.6,8.4
충주,2021-01-21,1.7004,20.928,74.886,1360.884,0.4949,2750.0,1789.0,596.0,1789.0,0.7590000000000001,1.6,0.4,2.3
충주,2021-01-22,0.3588,13.608,74.894,1355.589,0.4929,2750.0,1789.0,596.0,1789.0,0.9550000000000001,4.7,0.3,4.19
충주,2021-01-23,0.2181,20.521,74.887,1350.892,0.49119999999999997,2750.0,1789.0,596.0,1789.0,0.7640000000000001,6.2,2.0,4.8
충주,2021-01-24,0.066,0.936,74.89,1344.502,0.4889,2750.0,1789.0,596.0,1789.0,0.746,4.0,1.1,8.5
충주,2021-01-25,0.0,22.022,74.881,1339.935,0.4872,2750.0,1789.0,596.0,1789.0,0.738,3.7,1.1,7.6
충주,2021-01-26,1.6352,14.135,74.894,1334.686,0.4853,2750.0,1789.0,596.0,1789.0,0.87,3.9,0.9,2.46
충주,2021-01-27,0.0,13.64,74.897,1329.393,0.48340000000000005,2750.0,1789.0,596.0,1789.0,0.61,1.6,1.2,7.7
충주,2021-01-28,1.3719,13.781,74.905,1324.112,0.4815,2750.0,1789.0,596.0,1789.0,0.574,-2.8,3.2,3.0
충주,2021-01-29,0.0,13.271,74.89,1318.788,0.4796,2750.0,1789.0,596.0,1789.0,0.365,-8.0,3.1,8.9
충주,2021-01-30,0.0,14.665,74.894,1313.584,0.4777,2750.0,1789.0,596.0,1789.0,0.628,-2.9,0.9,3.0
충주,2021-01-31,0.0,14.796,74.892,1308.392,0.4758,2750.0,1789.0,596.0,1789.0,0.638,0.8,0.9,8.6
충주,2021-02-01,4.7282,11.918,63.967,1303.895,0.47409999999999997,2750.0,1789.0,596.0,1789.0,0.788,4.9,1.6,3.1
충주,2021-02-02,0.0,9.508,63.967,1299.1898,0.47240000000000004,2750.0,1789.0,596.0,1789.0,0.439,-4.0,3.7,9.0
