,dam_nm,obsr_de,rain_qy,inflow_qy,tot_dcwtr_qy,rsvwt_qy,dam_rsvwt_rt,avg_hmd,avg_tmr,avg_wv,snsn_sum,valid_rsvwt_cpcty_qy
24716,주암(본),20211231,0.0,78364.8,905731.2000000001,208.5946,45.64,,0.4,2.8,12.1,352.0
24717,주암(본),20220201,0.0,147139.2,916444.7999999999,183.0683,40.1,67.2,0.8,3.6,11.84,352.0
24718,주암(본),20220202,0.0,21600.0,923788.8,182.1662,39.9,55.3,0.7,3.6,11.49,352.0
24719,주암(본),20220203,0.0,62121.6,961113.6000000001,181.2671,39.7,50.0,0.1,3.4,15.36,352.0
24720,주암(본),20220204,0.0,174182.4,950832.0000000001,180.4905,39.5,54.3,-1.2,3.7,13.61,352.0
24721,주암(본),20220205,0.0,128390.4,932342.4,179.6865,39.3,69.1,-3.0,4.4,14.11,352.0
24722,주암(본),20220206,0.0,135820.80000000002,937267.2000000001,178.8851,39.1,71.3,-2.1,3.1,12.54,352.0
24723,주암(본),20220207,0.0,73180.8,960681.6,177.9976,39.0,48.9,-0.6,3.5,7.37,352.0
24724,주암(본),20220208,0.0,289526.4,967852.8,177.3192,38.8,49.5,1.3,2.9,15.48,352.0
24725,주암(본),20220209,0.0,154915.19999999998,963532.7999999999,176.5106,38.6,61.9,1.7,0.9,12.32,352.0
24726,주암(본),20220210,0.0,116208.0,966124.8,175.6607,38.4,44.9,3.9,3.1,15.69,352.0
24727,주암(본),20220211,0.0,106963.2,968544.0000000001,174.7991,38.3,48.1,2.4,1.7,16.42,352.0
24728,주암(본),20220212,0.0,153014.4,953510.3999999999,173.9986,38.1,45.8,4.0,1.1,15.39,352.0
24729,주암(본),20220213,0.0,118195.20000000001,930614.4,173.1862,37.9,51.8,5.7,1.2,9.8,352.0
24730,주암(본),20220214,0.0,70416.0,952300.8,172.3043,37.7,59.5,4.5,2.6,11.16,352.0
24731,주암(본),20220215,0.0,112838.40000000001,962755.2000000001,171.4544,37.5,61.7,-0.7,5.5,16.19,352.0
24732,주암(본),20220216,0.0,87264.0,948585.6,170.5931,37.3,76.1,-4.0,4.1,9.88,352.0
24733,주암(본),20220217,0.0,133228.80000000002,934329.6,169.792,37.2,55.6,-5.0,3.6,16.29,352.0
24734,주암(본),20220218,0.0,80524.8,950140.8,168.9223,37.0,63.7,-1.7,1.1,13.64,352.0
24735,주암(본),20220219,0.0,112320.0,950400.0,168.0842,36.8,60.9,1.2,2.7,9.53,352.0
24736,주암(본),20220220,0.0,67651.2,945216.0,167.2067,36.6,55.4,-3.1,4.8,18.35,352.0
24737,주암(본),20220221,0.0,131673.6,949708.8,166.3886,36.4,60.2,-0.2,3.7,17.69,352.0
24738,주암(본),20220222,0.0,60652.799999999996,959990.4,165.4893,36.2,48.4,-0.6,3.7,17.82,352.0
24739,주암(본),20220223,0.0,121132.79999999999,947203.2,164.6632,36.0,46.0,-2.6,4.9,15.87,352.0
24740,주암(본),20220224,0.0,153273.6,962496.0,163.854,35.9,50.1,-0.8,3.9,18.81,352.0
24741,주암(본),20220225,0.0,96768.00000000001,972604.7999999999,162.9782,35.7,54.0,2.7,3.3,18.6,352.0
24742,주암(본),20220226,0.0,177552.0,967075.2,162.1886,35.5,63.3,4.8,2.4,17.78,352.0
24743,주암(본),20220227,0.0,195868.8,955152.0,161.4293,35.3,37.0,5.2,3.5,20.14,352.0
24744,주암(본),20220228,0.0,133833.6,959299.2,160.6039,35.1,44.8,4.7,1.2,14.71,352.0
24745,주암(본),20211001,0.0,1622073.6,1236297.5999999999,279.03,61.1,85.9,21.3,1.5,18.2,352.0
24746,주암(본),20211002,0.0,922233.6,1206489.6,278.746,61.0,83.2,20.7,1.4,19.59,352.0
24747,주암(본),20211003,0.0,792633.6,1178064.0,278.36,60.9,84.3,20.8,1.1,19.65,352.0
24748,주암(본),20211004,0.0,555811.2,1163548.8,277.753,60.8,80.8,23.9,1.9,18.1,352.0
24749,주암(본),20211005,0.0,502156.80000000005,1169510.4,277.085,60.6,85.4,21.8,1.0,18.02,352.0
24750,주암(본),20211006,0.0,478396.8,1164672.0,276.399,60.5,84.8,21.0,0.9,16.52,352.0
24751,주암(본),20211007,0.1283,430963.2,1156204.8,275.674,60.3,85.5,20.7,1.1,16.0,352.0
24752,주암(본),20211008,0.0,421113.6,1124755.2,274.97,60.2,86.0,21.3,0.9,11.82,352.0
24753,주암(본),20211009,0.0,325641.60000000003,1108080.0,274.188,60.0,83.8,21.9,1.0,18.34,352.0
24754,주암(본),20211010,8.4631,500601.6,1081296.0,273.607,59.9,90.1,22.1,1.1,11.64,352.0
24755,주암(본),20211011,7.5037,594691.2,1054512.0,273.147,59.8,96.2,17.1,2.0,4.06,352.0
24756,주암(본),20211012,2.1264,441244.80000000005,1040169.6,272.548,59.6,89.1,17.8,1.4,9.8,352.0
24757,주암(본),20211013,0.0,461635.2,1039564.8,271.97,59.5,86.8,18.7,1.1,13.99,352.0
24758,주암(본),20211014,0.0,332640.0,1068681.6,271.234,59.4,84.3,19.4,1.2,13.67,352.0
24759,주암(본),20211015,3.5642,251251.19999999998,1084838.4,270.401,59.17,84.2,18.6,1.7,17.36,352.0
24760,주암(본),20211016,4.8862,263088.0,1055116.8,269.609,59.0,70.3,13.3,4.4,5.36,352.0
24761,주암(본),20211017,0.0,238118.4,1028332.7999999999,268.819,58.82,48.2,6.6,3.9,19.83,352.0
24762,주암(본),20211018,0.0,267408.0,1055808.0,268.03,58.65,69.9,7.7,1.0,18.6,352.0
24763,주암(본),20211019,0.0,282096.0,1068681.6,267.244,58.48,72.5,10.9,2.3,15.49,352.0
24764,주암(본),20211020,0.0,287107.2,1071878.4000000001,266.459,58.31,69.9,8.9,1.4,10.31,352.0
24765,주암(본),20211021,0.0,89683.2,1068076.8,265.48,58.09,73.5,9.7,1.7,15.0,352.0
24766,주암(본),20211022,0.0,285379.2,1066003.2,264.7,57.92,63.4,9.6,2.8,17.86,352.0
24767,주암(본),20211023,0.0,61516.799999999996,1034812.8,263.727,57.71,73.5,9.3,1.1,17.69,352.0
24768,주암(본),20211024,0.0,246326.4,1023494.4,262.949,57.54,80.4,9.9,0.8,11.58,352.0
24769,주암(본),20211025,0.0,52790.4,1025827.2,261.976,57.33,75.6,10.6,1.5,16.99,352.0
24770,주암(본),20211026,0.0,240969.6,1017532.7999999999,261.2,57.16,,12.8,0.4,16.76,352.0
24771,주암(본),20211027,0.0,250560.0,1025481.6,260.425,56.99,,14.6,1.0,14.1,352.0
24772,주암(본),20211028,0.0,67651.2,1034035.2,259.458,56.77,,13.5,0.6,16.7,352.0
24773,주암(본),20211029,0.0,262051.19999999998,1033344.0000000001,258.687,56.61,,15.7,1.5,16.02,352.0
24774,주암(본),20211030,0.0,234835.2,1004486.3999999999,257.918,56.44,,13.9,0.5,7.0,352.0
24775,주암(본),20211031,0.0,228182.4,996192.0,257.15,56.27,,14.0,0.5,15.54,352.0
24776,주암(본),20210901,15.6203,3186777.6,1721692.8,290.796,63.6,91.3,24.8,1.5,0.2,352.0
24777,주암(본),20210902,5.9993,2733350.4,1683417.6,291.846,63.9,93.6,21.3,0.9,6.2,352.0
24778,주암(본),20210903,0.7606,2293142.4,1661817.6,292.477,64.0,89.3,21.8,0.8,0.3,352.0
24779,주암(본),20210904,0.0,1859414.4000000001,1648771.2,292.688,64.1,86.0,22.2,1.2,3.8,352.0
24780,주암(본),20210905,0.6666,1612224.0,1612224.0,292.688,64.1,87.6,20.7,1.2,6.3,352.0
24781,주암(본),20210906,5.1657,1164326.4000000001,1585612.8,292.267,64.0,89.8,19.8,1.3,7.8,352.0
24782,주암(본),20210907,0.7433,1120521.5999999999,1541289.5999999999,291.846,63.9,89.3,21.6,1.5,7.0,352.0
24783,주암(본),20210908,0.0,704851.2,1545004.8,291.0057,63.68,79.6,21.9,2.3,3.9,352.0
24784,주암(본),20210909,0.0,697679.9999999999,1536019.2,290.1674,63.5,85.1,22.0,0.7,3.9,352.0
24785,주암(본),20210910,1.2736,662688.0,1499212.8,289.3309,63.3,93.6,21.1,0.8,0.7,352.0
24786,주암(본),20210911,0.0,844732.7999999999,1470873.6,288.705,63.2,84.9,23.5,1.2,9.5,352.0
24787,주암(본),20210912,0.0,813455.9999999999,1438559.9999999998,288.08,63.0,85.0,23.1,1.1,5.4,352.0
24788,주암(본),20210913,0.0,553824.0,1427241.5999999999,287.206,62.9,77.1,22.2,2.0,0.6,352.0
24789,주암(본),20210914,6.931,1012089.6000000001,1468800.0,286.75,62.8,81.5,22.7,2.1,0.9,352.0
24790,주암(본),20210915,0.2067,1123977.6,2924553.5999999996,284.949,62.4,67.9,22.6,2.0,7.2,352.0
24791,주암(본),20210916,3.8194,1080086.4,3159475.1999999997,282.87,61.9,88.3,20.2,0.7,1.9,352.0
24792,주암(본),20210917,1.2533,588643.2,1449878.4,282.008,61.7,84.9,22.8,1.8,4.1,352.0
24793,주암(본),20210918,0.0,489024.0,1430006.4,281.067,61.5,83.8,21.7,0.9,5.3,352.0
24794,주암(본),20210919,0.0,367891.2,1408233.5999999999,280.027,61.3,84.6,20.7,1.0,10.1,352.0
24795,주암(본),20210920,0.0,238032.0,1376956.8,278.888,61.0,81.3,21.8,2.3,4.8,352.0
24796,주암(본),20210921,26.3079,2003270.4,1332547.2,279.559,61.2,87.9,22.1,2.2,1.9,352.0
24797,주암(본),20210922,4.194,837907.2000000001,1305504.0,279.091,61.1,90.4,19.7,1.3,7.1,352.0
24798,주암(본),20210923,0.0,510883.2,1322697.5999999999,278.279,60.9,79.1,19.4,2.3,10.4,352.0
24799,주암(본),20210924,0.0,420595.2,1311465.6,277.389,60.7,84.0,18.4,0.7,7.8,352.0
24800,주암(본),20210925,0.0,325641.60000000003,1274832.0,276.439,60.5,84.5,19.5,1.3,4.8,352.0
24801,주암(본),20210926,0.0,571536.0,1236470.4,275.774,60.3,83.3,20.1,1.0,3.1,352.0
24802,주암(본),20210927,0.0,386812.80000000005,1231286.4,274.93,60.2,78.5,21.0,1.0,6.0,352.0
24803,주암(본),20210928,0.0,339811.2,1222300.8,274.047,60.0,84.1,21.2,0.9,0.4,352.0
24804,주암(본),20210929,44.1379,2579126.4,1234396.8,275.392,60.3,97.9,21.6,0.7,0.2,352.0
24805,주암(본),20210930,12.7828,4482691.2,1230422.4,278.644,61.0,89.6,21.4,1.3,4.1,352.0
24806,주암(본),20210801,1.2153,26202009600.0,145163612160.0,267.047,58.4,82.4,27.8,1.4,7.6,352.0
24807,주암(본),20210802,24.4852,58831349760.0,143506391040.0,266.067,58.2,90.0,26.5,1.1,2.9,352.0
24808,주암(본),20210803,73.4487,1818770319359.9998,149903861760.0,285.383,62.5,88.1,26.4,1.4,4.5,352.0
24809,주암(본),20210804,0.0,464678830080.0,159638169600.0,288.913,63.2,82.0,26.9,1.2,10.9,352.0
24810,주암(본),20210805,0.385,124157214720.0,160190576640.0,288.496,63.1,80.0,27.7,0.9,11.3,352.0
24811,주암(본),20210806,0.0,50515384320.00001,158384056320.0,287.248,62.9,79.3,27.6,1.4,10.2,352.0
24812,주암(본),20210807,0.0,30621265920.0,156017664000.0,285.796,62.5,76.6,28.2,1.3,9.8,352.0
24813,주암(본),20210808,1.9425,46125987840.0,153218304000.0,284.557,62.3,86.0,26.0,1.0,2.8,352.0
24814,주암(본),20210809,0.0,46454446079.99999,153188444160.0,283.321,62.0,82.3,25.8,2.0,8.7,352.0
24815,주암(본),20210810,14.5261,44931594240.0,151314739200.0,282.09,61.7,85.6,25.5,1.4,5.3,352.0
24816,주암(본),20210811,0.0,43558041600.0,149582868480.0,280.863,61.5,84.9,24.9,1.5,7.8,352.0
24817,주암(본),20210812,0.332,24604508160.000004,147843532800.0,279.437,61.2,83.8,25.0,1.2,5.0,352.0
24818,주암(본),20210813,0.7553,41430528000.0,146678999040.0,278.219,60.9,88.3,24.7,1.0,0.2,352.0
24819,주암(본),20210814,12.2296,73343232000.0,143312302080.0,277.409,60.7,87.9,23.0,0.9,3.1,352.0
24820,주암(본),20210815,0.2106,37362124800.0,142020864000.0,276.197,60.4,77.9,24.4,1.4,9.3,352.0
24821,주암(본),20210816,0.0,37160570880.0,141460992000.0,274.99,60.2,76.5,24.5,1.5,8.7,352.0
24822,주암(본),20210817,2.0292,36891832320.0,140841400320.0,273.787,59.9,82.6,23.7,1.2,4.9,352.0
24823,주암(본),20210818,8.4547,103762944000.0,138333173760.0,273.387,59.8,89.5,22.4,1.1,3.6,352.0
24824,주암(본),20210819,2.7084,103389696000.0,137922600960.0,272.987,59.7,86.5,22.6,0.9,4.9,352.0
24825,주암(본),20210820,1.2032,66744207360.0,135683112959.99998,272.189,59.6,81.5,24.1,1.8,7.6,352.0
24826,주암(본),20210821,51.2405,566433699840.0,132958402559.99998,277.207,60.7,97.4,23.2,2.0,1.5,352.0
24827,주암(본),20210822,0.0,397665884160.00006,134615623680.0,280.251,61.3,85.3,24.6,1.3,6.9,352.0
24828,주암(본),20210823,33.5095,553593968640.0,851550382079.9999,276.803,60.6,98.4,23.4,1.6,6.7,352.0
24829,주암(본),20210824,23.5835,1048916459520.0001,926573230079.9999,278.219,60.9,92.1,25.1,1.6,3.8,352.0
24830,주암(본),20210825,19.2074,676959897600.0,360139530240.0,281.885,61.7,97.1,24.1,0.9,0.1,352.0
24831,주암(본),20210826,0.0,409997998080.0,143528785920.0,284.97,62.4,82.1,25.2,1.4,9.7,352.0
24832,주암(본),20210827,8.2886,309385267200.0,148433264640.0,286.832,62.8,93.1,23.5,1.4,0.9,352.0
24833,주암(본),20210828,0.3063,256212357119.99997,148463124480.0,288.08,63.0,86.1,24.6,1.3,4.4,352.0
24834,주암(본),20210829,5.4725,201061232640.0,147052247040.0,288.705,63.2,91.9,24.9,0.8,0.8,352.0
24835,주암(본),20210830,4.9962,167909345280.0,149888931840.0,288.913,63.2,89.9,25.2,0.7,3.0,352.0
24836,주암(본),20210831,0.0,186049198080.00003,149971046400.0,289.331,63.3,87.6,25.3,1.1,5.6,352.0
24837,주암(조),20210501,13.4962,40825866240.0,65930526720.00001,152.057,60.8,77.9,9.8,4.0,3.0,210.0
24838,주암(조),20210502,0.0,30792960000.0,65893201920.00001,151.651,60.7,70.6,10.8,2.7,6.8,210.0
24839,주암(조),20210503,0.0,30867609600.0,65908131840.0,151.245,60.5,71.1,13.1,1.5,10.9,210.0
24840,주암(조),20210504,36.5342,55905085440.0,65908131840.0,151.13,60.5,91.6,15.6,2.6,5.03,210.0
24841,주암(조),20210505,0.0,50896097279.99999,65885736960.0,150.956,60.4,54.8,14.7,3.8,11.8,210.0
24842,주암(조),20210506,0.0,45946828800.0,65915596800.0,150.725,60.3,61.4,12.6,1.2,6.7,210.0
24843,주암(조),20210507,0.0,55905085440.0,65885736960.0,150.61,60.2,68.5,14.3,2.4,5.5,210.0
24844,주암(조),20210508,0.0,50970746879.99999,65930526720.00001,150.436,60.2,60.3,15.5,2.3,9.9,210.0
24845,주암(조),20210509,0.0,45999083520.00001,65923061760.0,150.206,60.1,52.5,15.7,2.7,12.3,210.0
24846,주암(조),20210510,0.0,40975165440.0,65855877120.00001,149.918,60.0,58.0,15.8,1.7,1.9,210.0
24847,주암(조),20210511,0.0,41109534720.0,65960386560.0,149.63,59.9,60.1,16.7,1.9,10.85,210.0
24848,주암(조),20210512,0.0,46185707520.00001,66042501120.00001,149.4,59.8,64.6,19.1,1.6,8.7,210.0
24849,주암(조),20210513,0.0,36122941440.0,65870807040.0,149.056,59.6,76.5,19.6,1.3,12.1,210.0
24850,주암(조),20210514,0.0,46096128000.0,65900666879.99999,148.827,59.5,77.9,20.1,1.6,7.1,210.0
24851,주암(조),20210515,14.9924,46111057920.00001,65900666879.99999,148.598,59.4,96.5,20.0,1.0,8.55,210.0
24852,주암(조),20210516,19.5038,56002129920.00001,65885736960.0,148.483,59.4,98.0,20.7,1.6,3.85,210.0
24853,주암(조),20210517,0.7481,41184184320.0,65878272000.0,148.198,59.3,90.5,17.3,2.7,8.53,210.0
24854,주암(조),20210518,0.0,31397621760.000004,65915596800.0,147.798,59.1,84.5,17.1,1.7,3.5,210.0
24855,주암(조),20210519,0.0,36339425280.0,65878272000.0,147.456,59.0,70.8,20.0,1.7,10.2,210.0
24856,주암(조),20210520,15.7481,46230497279.99999,65900666879.99999,147.228,58.9,96.1,15.8,1.1,4.33,210.0
24857,주암(조),20210521,0.0,36436469760.0,65908131840.0,146.887,58.8,78.4,15.7,2.5,3.5,210.0
24858,주암(조),20210522,0.0,36518584320.0,65945456640.0,146.547,58.6,68.6,19.2,3.3,12.6,210.0
24859,주암(조),20210523,0.0,41467852800.0,65952921600.0,146.263,58.5,71.8,20.5,1.3,8.0,210.0
24860,주암(조),20210524,0.2519,36540979200.0,65885736960.0,145.924,58.4,70.6,19.7,2.2,7.9,210.0
24861,주암(조),20210525,0.0,31718615039.999996,65893201920.00001,145.528,58.2,63.6,15.7,2.5,8.0,210.0
24862,주암(조),20210526,0.7481,36697743360.0,65945456640.0,145.19,58.1,69.4,15.8,1.6,1.6,210.0
24863,주암(조),20210527,3.2519,36705208320.0,65908131840.0,144.852,57.9,88.1,15.3,1.4,4.5,210.0
24864,주암(조),20210528,5.5114,41624616960.0,65923061760.0,144.57,57.8,77.1,16.5,2.7,8.9,210.0
24865,주암(조),20210529,0.0,41639546880.0,65908131840.0,144.29,57.7,68.4,18.0,2.7,11.8,210.0
24866,주암(조),20210530,0.0,31964958720.0,65893201920.00001,143.897,57.6,66.0,18.1,1.2,11.3,210.0
24867,주암(조),20210531,0.0,36854507520.0,65885736960.0,143.561,57.4,68.3,19.7,1.3,10.0,210.0
24868,주암(조),20210701,0.0,38019041280.0,65870807040.0,134.735,53.9,79.1,23.8,1.2,8.0,210.0
24869,주암(조),20210702,0.0,42751825920.0,65923061760.0,134.466,53.8,80.0,24.4,1.5,7.1,210.0
24870,주암(조),20210703,61.0228,75202007040.0,65937991679.99999,134.574,53.8,90.0,22.8,2.1,3.3,210.0
24871,주암(조),20210704,7.4962,84443627520.0,65893201920.00001,134.788,53.9,83.4,24.2,2.1,0.4,210.0
24872,주암(조),20210705,56.5114,98440427520.0,65937991679.99999,135.164,54.1,98.1,21.0,0.6,3.1,210.0
24873,주암(조),20210706,210.5798,1226522787840.0,65870807040.0,148.598,59.4,99.8,22.3,1.0,1.1,210.0
24874,주암(조),20210707,47.3203,482572339200.0,153554227200.0,152.406,61.0,98.8,24.6,0.8,4.9,210.0
24875,주암(조),20210708,13.2291,370904002560.00006,254988103680.00003,153.748,61.5,95.6,25.0,0.8,0.6,210.0
24876,주암(조),20210709,10.4886,295492976640.0,255017963519.99997,154.216,61.7,89.6,25.6,1.2,4.3,210.0
24877,주암(조),20210710,0.0,219619123200.0,255032893440.0,153.806,61.5,87.8,25.2,1.5,5.3,210.0
24878,주암(조),20210711,0.0,184586065919.99997,255241912319.99997,152.988,61.2,90.1,25.5,1.2,3.1,210.0
24879,주암(조),20210712,0.0,162967541760.0,253450321919.99997,151.941,60.8,84.9,27.1,1.3,4.9,210.0
24880,주암(조),20210713,0.0,150486128640.0,250561382400.0,150.783,60.3,82.1,27.4,1.7,7.2,210.0
24881,주암(조),20210714,0.0,173299046400.0,173299046400.0,150.783,60.3,85.3,26.8,1.5,2.0,210.0
24882,주암(조),20210715,0.0,140901120000.0,65893201920.00001,151.651,60.7,85.6,26.6,1.4,7.9,210.0
24883,주암(조),20210716,5.4886,141177323520.0,65893201920.00001,152.522,61.0,91.1,24.9,1.1,3.7,210.0
24884,주암(조),20210717,0.0,136444538880.0,65930526720.00001,153.338,61.3,84.1,24.7,1.8,3.8,210.0
24885,주암(조),20210718,0.0,136646092800.0,65893201920.00001,154.157,61.7,80.8,25.8,1.9,4.5,210.0
24886,주암(조),20210719,0.0,127158128640.00002,66318704640.0,154.862,61.9,81.8,26.2,1.3,5.3,210.0
24887,주암(조),20210720,0.0,121634058240.00002,70797680640.0,155.45,62.2,87.3,25.6,0.7,0.6,210.0
24888,주암(조),20210721,0.0,112325253120.0,56263403520.00001,156.099,62.4,80.6,26.2,0.8,7.8,210.0
24889,주암(조),20210722,0.0,110585917440.00002,69722726400.0,156.572,62.6,81.4,25.9,1.1,8.4,210.0
24890,주암(조),20210723,0.0,109585612800.0,68640307200.0,157.046,62.8,80.1,26.3,1.1,9.2,210.0
24891,주암(조),20210724,0.0,107667118080.0,66647162879.99999,157.521,63.0,80.6,26.2,1.2,5.4,210.0
24892,주암(조),20210725,0.0,102381926400.0,66423214079.99999,157.937,63.2,77.1,25.7,1.8,8.5,210.0
24893,주암(조),20210726,0.0,102725314559.99998,66706882560.0,158.354,63.3,77.4,26.1,1.9,8.0,210.0
24894,주암(조),20210727,0.0,94118215680.0,68349173760.0,158.652,63.5,78.0,25.9,1.3,11.1,210.0
24895,주암(조),20210728,0.0,99799050240.00002,68841861120.0,159.01,63.6,80.0,26.6,1.4,11.9,210.0
24896,주암(조),20210729,0.0,94215260159.99998,68379033600.0,159.309,63.7,81.3,26.2,1.2,11.1,210.0
24897,주암(조),20210730,0.0,86011269120.0,65318400000.0,159.549,63.8,80.6,26.2,1.3,7.8,210.0
24898,주암(조),20210731,0.0,84645181440.0,69118064640.0,159.728,63.9,82.1,28.1,1.2,7.9,210.0
24899,주암(조),20210301,63.7709,95909806080.0,54695761920.00001,158.652,63.5,95.8,10.9,2.0,1.23,210.0
24900,주암(조),20210302,0.0,70155694080.0,54680832000.0,158.831,63.5,75.1,4.0,3.6,5.0,210.0
24901,주암(조),20210303,0.0,44379187200.0,54695761920.00001,158.712,63.5,74.8,3.4,1.0,9.0,210.0
24902,주암(조),20210304,14.2519,54695761920.00001,54695761920.00001,158.712,63.5,94.4,5.0,0.4,3.18,210.0
24903,주암(조),20210305,0.7481,49492684800.0,54650972160.0,158.652,63.5,74.8,10.3,1.7,8.3,210.0
24904,주암(조),20210306,0.0,44394117120.0,54703226879.99999,158.533,63.4,71.9,8.8,2.0,7.3,210.0
24905,주암(조),20210307,0.0,44423976960.0,54725621760.0,158.413,63.4,71.9,7.0,1.5,2.7,210.0
24906,주암(조),20210308,0.0,44438906880.0,54740551679.99999,158.294,63.3,75.1,7.6,1.2,8.4,210.0
24907,주암(조),20210309,0.0,44334397440.0,54628577279.99999,158.175,63.3,57.6,8.9,2.0,7.0,210.0
24908,주암(조),20210310,0.0,39280619520.0,54710691840.0,157.996,63.2,55.0,9.5,2.6,10.5,210.0
24909,주암(조),20210311,1.2519,44386652160.0,54673367040.0,157.877,63.2,74.8,8.6,1.2,6.5,210.0
24910,주암(조),20210312,21.4962,59846584320.00001,54703226879.99999,157.937,63.2,95.5,8.5,2.0,3.06,210.0
24911,주암(조),20210313,0.0,44431441920.0,54710691840.0,157.818,63.1,76.9,8.5,1.6,6.7,210.0
24912,주암(조),20210314,0.0,44423976960.0,54703226879.99999,157.699,63.1,68.9,9.0,2.4,10.2,210.0
24913,주암(조),20210315,0.2519,44438906880.0,54710691840.0,157.58,63.0,79.8,9.9,1.4,8.0,210.0
24914,주암(조),20210316,3.0,44483696640.0,54748016640.0,157.461,63.0,63.6,12.3,4.0,9.6,210.0
24915,주암(조),20210317,0.0,44416512000.0,54680832000.0,157.342,62.9,55.4,9.7,1.9,9.1,210.0
24916,주암(조),20210318,0.0,44468766720.0,54725621760.0,157.224,62.9,73.0,10.0,1.3,10.6,210.0
24917,주암(조),20210319,0.0,34226841600.0,54725621760.0,156.986,62.8,67.8,11.9,1.7,7.7,210.0
24918,주암(조),20210320,18.0,59801794560.0,54680832000.0,157.046,62.8,92.9,9.2,2.2,2.63,210.0
24919,주암(조),20210321,0.0,44498626560.0,54740551679.99999,156.927,62.8,66.3,6.2,5.4,6.6,210.0
24920,주암(조),20210322,0.0,39362734080.0,54718156800.0,156.749,62.7,51.9,5.9,3.9,10.7,210.0
24921,주암(조),20210323,0.0,39385128960.0,54733086720.00001,156.572,62.6,63.1,8.3,2.5,11.0,210.0
24922,주암(조),20210324,0.0,39385128960.0,54718156800.0,156.394,62.6,68.9,8.3,1.4,5.2,210.0
24923,주암(조),20210325,0.0,44476231680.0,54695761920.00001,156.276,62.5,58.6,12.5,2.0,11.4,210.0
24924,주암(조),20210326,0.0,34264166400.0,54680832000.0,156.04,62.4,53.4,12.0,1.6,10.7,210.0
24925,주암(조),20210327,55.2975,95558952959.99998,54703226879.99999,156.513,62.6,90.4,11.9,1.6,3.98,210.0
24926,주암(조),20210328,1.0,111056209920.0,54748016640.0,157.164,62.9,81.5,12.2,2.4,4.2,210.0
24927,주암(조),20210329,0.0,70110904320.0,54725621760.0,157.342,62.9,51.4,13.3,3.4,7.3,210.0
24928,주암(조),20210330,0.0,59801794560.0,54673367040.0,157.402,63.0,40.3,13.1,2.6,8.3,210.0
24929,주암(조),20210331,0.0,54703226879.99999,54703226879.99999,157.402,63.0,62.4,11.6,1.3,9.8,210.0
24930,주암(조),20210601,0.0,36936622080.0,65923061760.0,143.225,57.3,69.3,19.7,1.2,9.1,210.0
24931,주암(조),20210602,0.0,32188907520.0,65952921600.0,142.835,57.1,75.9,20.2,1.3,4.6,210.0
24932,주암(조),20210603,19.2671,51485829120.00001,65937991679.99999,142.667,57.1,97.4,18.3,1.5,8.26,210.0
24933,주암(조),20210604,2.4962,41818705920.0,65878272000.0,142.389,57.0,67.4,19.1,3.0,10.1,210.0
24934,주암(조),20210605,0.0,37108316160.0,65945456640.0,142.055,56.8,82.0,18.9,1.5,9.2,210.0
24935,주암(조),20210606,0.0,37108316160.0,65900666879.99999,141.722,56.7,81.1,20.7,1.5,9.7,210.0
24936,주암(조),20210607,0.0,32405391360.000004,65937991679.99999,141.334,56.5,77.3,21.4,1.3,9.0,210.0
24937,주암(조),20210608,0.0,37212825600.0,65908131840.0,141.002,56.4,75.8,22.7,1.4,10.6,210.0
24938,주암(조),20210609,0.0,37302405120.0,65952921600.0,140.67,56.3,73.4,22.6,1.5,11.1,210.0
24939,주암(조),20210610,0.0,32569620480.0,65937991679.99999,140.284,56.1,81.1,21.4,2.5,0.4,210.0
24940,주암(조),20210611,39.0304,75381166080.0,65855877120.00001,140.394,56.2,89.4,22.3,1.8,3.6,210.0
24941,주암(조),20210612,0.0,51582873600.0,65870807040.0,140.229,56.1,84.1,23.9,1.5,7.4,210.0
24942,주암(조),20210613,0.0,42154629120.0,65945456640.0,139.953,56.0,80.6,24.4,1.7,6.0,210.0
24943,주암(조),20210614,0.0,46939668479.99999,65952921600.0,139.733,55.9,85.8,22.3,1.6,0.3,210.0
24944,주암(조),20210615,15.5114,51687383040.0,65930526720.00001,139.568,55.8,91.8,20.5,2.2,4.52,210.0
24945,주암(조),20210616,0.0,51672453120.00001,65908131840.0,139.403,55.8,80.1,21.7,1.8,5.7,210.0
24946,주암(조),20210617,0.7481,42191953920.0,65893201920.00001,139.129,55.7,84.0,20.8,1.1,2.1,210.0
24947,주암(조),20210618,2.0,46991923200.0,65930526720.00001,138.91,55.6,90.0,21.1,1.2,0.1,210.0
24948,주암(조),20210619,0.0,42274068480.0,65923061760.0,138.636,55.5,75.0,22.4,2.1,10.9,210.0
24949,주암(조),20210620,0.0,37563678720.0,65900666879.99999,138.308,55.3,74.9,22.3,1.1,9.2,210.0
24950,주암(조),20210621,0.0,37586073600.0,65878272000.0,137.981,55.2,68.3,22.4,1.6,9.9,210.0
24951,주암(조),20210622,0.0,37623398400.0,65870807040.0,137.654,55.1,80.9,21.5,1.6,5.2,210.0
24952,주암(조),20210623,0.0,42415902720.0,65923061760.0,137.382,55.0,80.4,21.7,1.8,3.2,210.0
24953,주암(조),20210624,0.0,33024983039.999996,65878272000.0,137.002,54.8,81.1,21.5,1.4,4.1,210.0
24954,주암(조),20210625,0.0,37795092480.0,65908131840.0,136.676,54.7,79.0,22.1,1.3,7.8,210.0
