dam_nm,obsr_de,rain_qy_mms,inflow_qy_mms,tot_dcwtr_qy_mms,rsvwt_qy_mms,dam_rsvwt_rt_mms,avg_hmd_mms,avg_tmr_mms,avg_wv_mms,snsn_sum_mms,valid_rsvwt_cpcty_qy_mms
보현산,20210930,0.026895337,2.56E-09,4.16E-09,0.006544413,0.7239636,0.860550459,0.333030853,0.531578947,0.018161435,0
부안,20210901,0.055374211,4.06E-08,6.96E-08,0.017572178,0.85338726,0.878899083,0.362976407,0.578947368,0.000896861,0.009414915
부안,20210902,0,3.89E-08,7.05E-08,0.01754942,0.852376138,0.875229358,0.34845735,0.531578947,0.000896861,0.009414915
부안,20210903,0,2.37E-08,5.70E-08,0.017492318,0.850353893,0.824770642,0.358439201,0.536842105,0.015022422,0.009414915
부안,20210904,0,1.84E-08,4.46E-08,0.017446802,0.847320526,0.823853211,0.355716878,0.521052632,0.008744395,0.009414915
부안,20210905,0.014941854,1.56E-08,3.64E-08,0.017412872,0.846309403,0.881651376,0.338475499,0.536842105,0.000672646,0.009414915
부안,20210906,0.052113301,2.01E-08,3.27E-08,0.017412872,0.846309403,0.903669725,0.332123412,0.584210526,0.005381166,0.009414915
부안,20210907,0.011859051,2.46E-08,3.63E-08,0.017424457,0.846309403,0.870642202,0.346642468,0.578947368,0.000224215,0.009414915
부안,20210908,0.00196067,2.27E-08,3.69E-08,0.017424251,0.846511628,0.78440367,0.346642468,0.542105263,0.016591928,0.009414915
부안,20210909,0,2.02E-08,3.65E-08,0.017412913,0.846309403,0.802752294,0.34845735,0.510526316,0.011883408,0.009414915
부안,20210910,0,1.56E-08,3.26E-08,0.017390238,0.844893832,0.828440367,0.352087114,0.505263158,0.002466368,0.009414915
부안,20210911,0,1.28E-08,2.81E-08,0.017367355,0.844287159,0.788990826,0.359346642,0.521052632,0.019955157,0.009414915
부안,20210912,0,0,2.07E-08,0.017299619,0.840444894,0.782568807,0.361161525,0.521052632,0.016816143,0.009414915
부안,20210913,0,1.42E-11,1.46E-08,0.017254433,0.838220425,0.70733945,0.361161525,0.552631579,0.004035874,0.009414915
부안,20210914,0,1.37E-09,1.32E-08,0.017220462,0.83619818,0.672477064,0.355716878,0.621052632,0.006950673,0.009414915
부안,20210915,0,5.77E-10,1.19E-08,0.017186945,0.835187058,0.555045872,0.36569873,0.615789474,0.023542601,0.009414915
부안,20210916,0,1.39E-09,9.54E-09,0.017164187,0.834175935,0.641284404,0.351179673,0.557894737,0.015919283,0.009414915
부안,20210917,0.12242847,3.06E-08,9.65E-09,0.017288322,0.840242669,0.823853211,0.332123412,0.621052632,0.008295964,0.009414915
부안,20210918,0,1.68E-08,1.63E-08,0.017322253,0.841253792,0.755963303,0.342105263,0.526315789,0.021300448,0.009414915
부안,20210919,0,1.07E-08,1.74E-08,0.017322253,0.841253792,0.762385321,0.351179673,0.526315789,0.021076233,0.009414915
부안,20210920,0,8.42E-09,1.73E-08,0.017311081,0.841051567,0.665137615,0.361161525,0.594736842,0.020179372,0.009414915
부안,20210921,0.154556444,1.11E-07,6.21E-08,0.017675211,0.858746208,0.755963303,0.352087114,0.6,0.012556054,0.009414915
부안,20210922,0.028667441,4.60E-08,9.32E-08,0.017618109,0.856420627,0.737614679,0.352087114,0.568421053,0.01838565,0.009414915
부안,20210923,0,2.44E-08,6.91E-08,0.017526662,0.851365015,0.670642202,0.332123412,0.526315789,0.019506726,0.009414915
부안,20210924,0,1.57E-08,4.76E-08,0.017458388,0.848331648,0.700917431,0.33030853,0.510526316,0.023318386,0.009414915
부안,20210925,0,1.06E-08,3.55E-08,0.017401699,0.845298281,0.719266055,0.336660617,0.563157895,0.007174888,0.009414915
부안,20210926,0,1.00E-08,2.73E-08,0.017367355,0.844287159,0.679816514,0.343012704,0.542105263,0.006502242,0.009414915
부안,20210927,0,6.59E-09,2.17E-08,0.017333425,0.842264914,0.65412844,0.350272232,0.515789474,0.011210762,0.009414915
부안,20210928,0.002988371,8.88E-09,1.81E-08,0.017322253,0.841253792,0.803669725,0.341197822,0.521052632,0.010538117,0.009414915
부안,20210929,0.05266854,4.79E-09,1.51E-08,0.017299495,0.840242669,0.893577982,0.341197822,0.542105263,0.005829596,0.009414915
부안,20210930,0,9.19E-09,1.49E-08,0.017299495,0.840242669,0.821100917,0.335753176,0.542105263,0.022869955,0.009414915
섬진강,20210901,0.125518445,9.89E-07,6.14E-08,0.121954113,0.639534884,0.939449541,0.352994555,0.552631579,0.000224215,0.218434531
섬진강,20210902,0.001563516,6.10E-07,6.17E-08,0.124828507,0.654600607,0.924770642,0.336660617,0.526315789,0.000896861,0.218434531
섬진강,20210903,0.009199699,3.11E-07,6.21E-08,0.126200533,0.661779575,0.888990826,0.334845735,0.526315789,0.006950673,0.218434531
섬진강,20210904,0,2.16E-07,6.24E-08,0.127093397,0.666430738,0.857798165,0.336660617,0.510526316,0.009641256,0.218434531
섬진강,20210905,0.007569842,1.52E-07,6.21E-08,0.127663633,0.669464105,0.839449541,0.33030853,0.526315789,0.002017937,0.218434531
섬진강,20210906,0.039189195,1.52E-07,6.20E-08,0.128235524,0.67239636,0.903669725,0.323049002,0.536842105,0.010986547,0.218434531
섬진강,20210907,0.014022033,1.77E-07,7.47E-08,0.128891124,0.675834176,0.921100917,0.332123412,0.542105263,0.000224215,0.218434531
섬진강,20210908,0.006398102,1.73E-07,1.75E-07,0.12921971,0.677654196,0.88440367,0.331215971,0.521052632,0.011434978,0.218434531
섬진강,20210909,0,1.40E-07,2.26E-07,0.12921971,0.677654196,0.881651376,0.337568058,0.510526316,0.011883408,0.218434531
섬진강,20210910,0,1.23E-07,2.26E-07,0.129137491,0.677148635,0.927522936,0.33030853,0.505263158,0.003139013,0.218434531
섬진강,20210911,0,1.23E-07,2.26E-07,0.129055355,0.676744186,0.863302752,0.345735027,0.510526316,0.019955157,0.218434531
섬진강,20210912,0,5.74E-08,2.26E-07,0.128645005,0.674620829,0.866972477,0.352994555,0.515789474,0.016816143,0.218434531
섬진강,20210913,0,5.73E-08,2.25E-07,0.128235524,0.67239636,0.783486239,0.343920145,0.536842105,0.001569507,0.218434531
섬진강,20210914,0.000642799,5.75E-08,2.26E-07,0.127826871,0.670273003,0.778899083,0.347549909,0.573684211,0.000224215,0.218434531
섬진강,20210915,0,5.79E-08,2.26E-07,0.127419045,0.668149646,0.695412844,0.342105263,0.568421053,0.025112108,0.218434531
섬진강,20210916,0.000642799,4.19E-08,2.26E-07,0.126930738,0.66562184,0.819266055,0.328493648,0.536842105,0.011210762,0.218434531
섬진강,20210917,0.026695116,7.44E-08,2.26E-07,0.126605876,0.663902932,0.874311927,0.33030853,0.563157895,0.008295964,0.218434531
섬진강,20210918,0,4.20E-08,2.25E-07,0.126119556,0.661375126,0.837614679,0.33030853,0.510526316,0.015246637,0.218434531
섬진강,20210919,0,4.22E-08,2.25E-07,0.125634435,0.658847321,0.81559633,0.333938294,0.505263158,0.017040359,0.218434531
섬진강,20210920,0.000642799,1.06E-08,2.26E-07,0.124989428,0.655409505,0.799082569,0.338475499,0.552631579,0.019730942,0.218434531
섬진강,20210921,0.095556143,1.55E-07,2.26E-07,0.125069909,0.655813953,0.908256881,0.338475499,0.563157895,0.004932735,0.218434531
섬진강,20210922,0.011342361,1.39E-07,2.26E-07,0.125069909,0.655813953,0.863302752,0.331215971,0.531578947,0.018161435,0.218434531
섬진강,20210923,0,9.07E-08,2.25E-07,0.124828507,0.654600607,0.816513761,0.313067151,0.515789474,0.016816143,0.218434531
섬진강,20210924,0,5.87E-08,2.25E-07,0.124426764,0.65247725,0.846788991,0.307622505,0.505263158,0.020627803,0.218434531
섬진강,20210925,0,4.30E-08,2.25E-07,0.12394574,0.649949444,0.830275229,0.319419238,0.526315789,0.008071749,0.218434531
섬진강,20210926,0,5.89E-08,2.25E-07,0.123545817,0.647826087,0.788073394,0.327586207,0.531578947,0.008520179,0.218434531
섬진강,20210927,0,4.01E-08,2.20E-07,0.123066945,0.645298281,0.76146789,0.333938294,0.521052632,0.010762332,0.218434531
섬진강,20210928,0.002681764,3.33E-08,1.57E-07,0.122748331,0.643680485,0.849541284,0.333030853,0.521052632,0.000896861,0.218434531
섬진강,20210929,0.071972818,8.68E-08,6.37E-08,0.12298725,0.644893832,0.950458716,0.335753176,0.526315789,0.010089686,0.218434531
섬진강,20210930,0.001769713,5.26E-08,5.96E-08,0.123066945,0.645298281,0.817431193,0.333938294,0.531578947,0.024215247,0.218434531
성덕,20210901,0.199985357,9.56E-08,5.26E-08,0.009281182,0.812942366,0.976146789,0.322141561,0.542105263,0.003139013,0.003676705
성덕,20210902,0.001156499,4.45E-08,1.05E-07,0.00918146,0.803842265,0.888073394,0.327586207,0.531578947,0.010762332,0.003676705
성덕,20210903,0.001831871,1.52E-08,4.83E-08,0.009108634,0.797775531,0.893577982,0.32123412,0.521052632,0.012780269,0.003676705
성덕,20210904,0,1.04E-08,6.81E-09,0.009139668,0.800808898,0.852293578,0.317604356,0.542105263,0.024663677,0.003676705
성덕,20210905,0.001156499,6.25E-09,6.77E-09,0.009150426,0.80182002,0.871559633,0.315789474,0.547368421,0.016143498,0.003676705
성덕,20210906,0.01310281,5.30E-09,6.91E-09,0.009155392,0.80182002,0.856880734,0.326678766,0.578947368,0.0132287,0.003676705
성덕,20210907,0.01609148,4.29E-09,6.97E-09,0.009155392,0.80182002,0.964220183,0.332123412,0.531578947,0.006502242,0.003676705
성덕,20210908,0,3.26E-09,6.98E-09,0.009150261,0.801516684,0.842201835,0.347549909,0.578947368,0.023766816,0.003676705
성덕,20210909,0,3.25E-09,6.96E-09,0.009145047,0.800808898,0.865137615,0.337568058,0.521052632,0.02264574,0.003676705
성덕,20210910,0,1.15E-09,6.91E-09,0.009129406,0.799797776,0.885321101,0.336660617,0.526315789,0.016816143,0.003676705
성덕,20210911,0,2.20E-09,6.94E-09,0.009118979,0.798786653,0.81559633,0.345735027,0.526315789,0.03161435,0.003676705
성덕,20210912,0,1.15E-09,6.90E-09,0.009103255,0.797775531,0.8,0.334845735,0.536842105,0.027802691,0.003676705
성덕,20210913,0,1.15E-09,6.91E-09,0.009087945,0.795753286,0.825688073,0.323049002,0.552631579,0.01838565,0.003676705
성덕,20210914,0,0,6.90E-09,0.009061876,0.793731041,0.826605505,0.320326679,0.578947368,0.011883408,0.003676705
성덕,20210915,0,1.24E-09,7.04E-09,0.009046153,0.792719919,0.721100917,0.333030853,0.626315789,0.023991031,0.003676705
성덕,20210916,0,1.26E-09,7.06E-09,0.009030843,0.790697674,0.846788991,0.319419238,0.557894737,0.016591928,0.003676705
성덕,20210917,0.051485146,3.30E-09,7.04E-09,0.009025463,0.790697674,0.913761468,0.310344828,0.542105263,0.004484305,0.003676705
성덕,20210918,0,1.04E-09,7.04E-09,0.009008912,0.789686552,0.851376147,0.317604356,0.526315789,0.020179372,0.003676705
성덕,20210919,0,4.27E-10,7.04E-09,0.008989464,0.787664307,0.793577982,0.315789474,0.536842105,0.025560538,0.003676705
성덕,20210920,0.000682544,2.28E-10,7.04E-09,0.008968775,0.785642063,0.79266055,0.319419238,0.557894737,0.022869955,0.003676705
성덕,20210921,0.075427972,4.34E-09,7.04E-09,0.008968775,0.785642063,0.922018349,0.320326679,0.526315789,0.007847534,0.003676705
성덕,20210922,0.000682544,5.36E-09,7.04E-09,0.008974154,0.785642063,0.842201835,0.328493648,0.552631579,0.025784753,0.003676705
성덕,20210923,0,3.30E-09,7.03E-09,0.008968775,0.785642063,0.763302752,0.314882033,0.605263158,0.026457399,0.003676705
성덕,20210924,0,1.19E-09,6.92E-09,0.008953465,0.78463094,0.844036697,0.304900181,0.547368421,0.018609865,0.003676705
성덕,20210925,0.026399865,3.20E-09,6.85E-09,0.008948086,0.783619818,0.870642202,0.310344828,0.542105263,0.010986547,0.003676705
성덕,20210926,0,2.15E-09,6.82E-09,0.008938155,0.782608696,0.805504587,0.303085299,0.552631579,0.01838565,0.003676705
성덕,20210927,0,1.57E-09,5.87E-09,0.00892781,0.781597573,0.811926606,0.305807623,0.547368421,0.01793722,0.003676705
성덕,20210928,0,1.02E-09,4.97E-09,0.008917466,0.781597573,0.811926606,0.317604356,0.536842105,0.010538117,0.003676705
성덕,20210929,0.078962318,7.15E-09,4.97E-09,0.008938155,0.782608696,0.839449541,0.335753176,0.526315789,0.013004484,0.003676705
성덕,20210930,0.037017546,2.56E-08,4.87E-09,0.009051532,0.792719919,0.766055046,0.33030853,0.542105263,0.028699552,0.003676705
소양강,20210901,0.050713249,1.45E-06,1.79E-07,0.722313485,0.608695652,0.839449541,0.333938294,0.568421053,0.009641256,1
소양강,20210902,0.000235185,1.30E-06,1.79E-07,0.728277772,0.613751264,0.730275229,0.354809437,0.552631579,0.017713004,1
소양강,20210903,0,7.68E-07,1.79E-07,0.731583081,0.616784631,0.68440367,0.352087114,0.584210526,0.02690583,1
소양강,20210904,0.000997817,5.23E-07,1.79E-07,0.733654071,0.617795753,0.7,0.333030853,0.578947368,0.02690583,1
소양강,20210905,0.003504761,4.00E-07,1.79E-07,0.735106454,0.619817998,0.716513761,0.337568058,0.573684211,0.019955157,1
소양강,20210906,0.001097629,4.00E-07,1.79E-07,0.736560492,0.62082912,0.720183486,0.343920145,0.578947368,0.007174888,1
소양강,20210907,0.111745941,7.32E-07,1.79E-07,0.739683323,0.622851365,0.972477064,0.317604356,0.531578947,0.003587444,1
소양강,20210908,0.00773749,1.28E-06,1.79E-07,0.745536798,0.628210313,0.80733945,0.350272232,0.521052632,0.019730942,1
소양강,20210909,0,9.05E-07,1.79E-07,0.749527003,0.631951466,0.831192661,0.342105263,0.536842105,0.014573991,1
소양강,20210910,0,6.14E-07,1.79E-07,0.752054646,0.633973711,0.837614679,0.344827586,0.531578947,0.012780269,1
소양강,20210911,0,4.89E-07,1.79E-07,0.75395433,0.634984833,0.821100917,0.346642468,0.531578947,0.014349776,1
소양강,20210912,0,3.63E-07,1.79E-07,0.755222579,0.635995956,0.773394495,0.350272232,0.536842105,0.020852018,1
소양강,20210913,0,3.21E-07,1.79E-07,0.756280211,0.637007078,0.797247706,0.353901996,0.557894737,0.021524664,1
소양강,20210914,0,2.79E-07,1.79E-07,0.757127642,0.6380182,0.696330275,0.355716878,0.615789474,0.025784753,1
소양강,20210915,0.000235185,1.95E-07,1.79E-07,0.757551357,0.6380182,0.711009174,0.337568058,0.589473684,0.02264574,1
소양강,20210916,0,1.95E-07,1.79E-07,0.757975072,0.638725986,0.721100917,0.340290381,0.563157895,0.021524664,1
소양강,20210917,0.000438693,1.53E-07,1.79E-07,0.758187343,0.638827098,0.705504587,0.343920145,0.594736842,0.012780269,1
소양강,20210918,0.003007795,1.95E-07,1.79E-07,0.758611472,0.639231547,0.736697248,0.350272232,0.531578947,0.02264574,1
소양강,20210919,0,1.53E-07,1.79E-07,0.758823744,0.639433771,0.759633028,0.33938294,0.557894737,0.005156951,1
소양강,20210920,0,1.53E-07,1.79E-07,0.759035601,0.639534884,0.718348624,0.345735027,0.547368421,0.019506726,1
소양강,20210921,0.072872019,3.64E-07,1.79E-07,0.760309643,0.640647118,0.866972477,0.33938294,0.542105263,0.00941704,1
소양강,20210922,0.024019926,3.22E-07,1.79E-07,0.761372655,0.641557128,0.788990826,0.328493648,0.578947368,0.016143498,1
소양강,20210923,0,2.80E-07,1.79E-07,0.762223809,0.64206269,0.744036697,0.326678766,0.531578947,0.015695067,1
소양강,20210924,0.001567998,1.95E-07,1.79E-07,0.76264918,0.643073812,0.770642202,0.333030853,0.557894737,0.02309417,1
소양강,20210925,0.000759943,1.95E-07,1.79E-07,0.763075377,0.643073812,0.833027523,0.32123412,0.547368421,0.000896861,1
소양강,20210926,0,1.95E-07,1.79E-07,0.763501161,0.643073812,0.720183486,0.333030853,0.594736842,0.023542601,1
소양강,20210927,0.001087468,1.50E-07,1.75E-07,0.76371426,0.643073812,0.803669725,0.322141561,0.573684211,0.003587444,1
소양강,20210928,0.001617306,1.46E-07,1.67E-07,0.763927359,0.644084934,0.802752294,0.335753176,0.557894737,0.007847534,1
소양강,20210929,0.061051817,2.31E-07,1.68E-07,0.76456707,0.644084934,0.955045872,0.323049002,0.515789474,0.003363229,1
소양강,20210930,0.000235185,3.58E-07,1.68E-07,0.765847319,0.645096057,0.866055046,0.322141561,0.521052632,0.011659193,1
안동,20210901,0.229675717,4.57E-06,5.40E-07,0.383287169,0.750252781,0.944036697,0.324863884,0.521052632,0.003811659,0.521815825
안동,20210902,0.001252127,2.63E-06,1.39E-07,0.396040001,0.775530839,0.823853211,0.335753176,0.531578947,0.005156951,0.521815825
안동,20210903,0,1.05E-06,1.39E-07,0.400864726,0.78463094,0.765137615,0.337568058,0.552631579,0.012331839,0.521815825
안동,20210904,0,6.28E-07,3.30E-07,0.40299944,0.78867543,0.775229358,0.328493648,0.531578947,0.020179372,0.521815825
안동,20210905,0.000355018,4.36E-07,3.30E-07,0.404166312,0.791708797,0.791743119,0.328493648,0.526315789,0.010538117,0.521815825
안동,20210906,0.000982576,2.81E-07,3.30E-07,0.404556096,0.791708797,0.770642202,0.334845735,0.563157895,0.006053812,0.521815825
안동,20210907,0.064215007,4.36E-07,3.30E-07,0.405725865,0.794742164,0.950458716,0.323049002,0.505263158,0.004484305,0.521815825
안동,20210908,0.003434535,3.98E-07,3.30E-07,0.406702313,0.79635996,0.823853211,0.346642468,0.557894737,0.016591928,0.521815825
안동,20210909,0,2.96E-07,3.55E-07,0.407093339,0.796764408,0.855963303,0.33938294,0.510526316,0.014125561,0.521815825
안동,20210910,0,2.43E-07,3.95E-07,0.407093339,0.796764408,0.86146789,0.343920145,0.515789474,0.011210762,0.521815825
안동,20210911,0.000271045,2.43E-07,3.95E-07,0.407093422,0.796764408,0.801834862,0.349364791,0.515789474,0.020179372,0.521815825
안동,20210912,0,2.05E-07,3.96E-07,0.406897702,0.796764408,0.800917431,0.345735027,0.547368421,0.018161435,0.521815825
안동,20210913,0,1.65E-07,3.94E-07,0.406507089,0.795753286,0.769724771,0.33938294,0.563157895,0.014798206,0.521815825
안동,20210914,0,1.27E-07,3.95E-07,0.405921171,0.794742164,0.760550459,0.329401089,0.563157895,0.006950673,0.521815825
안동,20210915,0,1.27E-07,3.95E-07,0.405335666,0.793731041,0.710091743,0.336660617,0.573684211,0.022421525,0.521815825
안동,20210916,0,8.71E-08,3.93E-07,0.404556096,0.791708797,0.776146789,0.328493648,0.563157895,0.016367713,0.521815825
안동,20210917,0.075479372,2.44E-07,3.96E-07,0.404556096,0.791708797,0.91559633,0.310344828,0.526315789,0.005156951,0.521815825
안동,20210918,0.001412603,2.04E-07,3.95E-07,0.404361204,0.791708797,0.857798165,0.319419238,0.515789474,0.012331839,0.521815825
안동,20210919,0,1.66E-07,3.95E-07,0.403971833,0.790697674,0.788073394,0.331215971,0.552631579,0.020627803,0.521815825
안동,20210920,0,1.66E-07,3.95E-07,0.403582462,0.790697674,0.785321101,0.335753176,0.578947368,0.023542601,0.521815825
안동,20210921,0.019152468,1.66E-07,3.95E-07,0.403193505,0.789686552,0.912844037,0.331215971,0.515789474,0.006053812,0.521815825
안동,20210922,0.001124823,1.29E-07,3.98E-07,0.402610482,0.78867543,0.834862385,0.329401089,0.557894737,0.022197309,0.521815825
안동,20210923,0,1.26E-07,3.94E-07,0.402028288,0.787664307,0.755963303,0.32123412,0.568421053,0.019058296,0.521815825
안동,20210924,0.001168154,5.16E-08,3.97E-07,0.401058791,0.785642063,0.801834862,0.316696915,0.536842105,0.014125561,0.521815825
안동,20210925,0.003715143,8.88E-08,3.95E-07,0.400284187,0.783619818,0.835779817,0.315789474,0.531578947,0.000896861,0.521815825
안동,20210926,0.000355018,8.93E-08,3.95E-07,0.39951041,0.782608696,0.741284404,0.326678766,0.547368421,0.019506726,0.521815825
안동,20210927,0.001800493,8.94E-08,3.95E-07,0.398737461,0.780586451,0.785321101,0.319419238,0.547368421,0.015919283,0.521815825
안동,20210928,0,8.95E-08,3.95E-07,0.397965754,0.779575329,0.826605505,0.327586207,0.536842105,0.006053812,0.521815825
안동,20210929,0.054357568,1.66E-07,3.95E-07,0.397580107,0.778564206,0.943119266,0.328493648,0.5,0.005156951,0.521815825
안동,20210930,0.01550815,1.66E-07,3.95E-07,0.397194873,0.777553084,0.822018349,0.335753176,0.536842105,0.016143498,0.521815825
영주,20210901,0.261625883,1.29E-06,4.02E-07,0.042762126,0.577047523,0.998165138,0.320326679,0.515789474,0.007174888,0.075723121
영주,20210902,0,7.93E-07,5.71E-07,0.044980424,0.606976744,0.876146789,0.33030853,0.536842105,0.006502242,0.075723121
영주,20210903,0,3.84E-07,5.72E-07,0.045137662,0.609100101,0.839449541,0.329401089,0.542105263,0.012780269,0.075723121
영주,20210904,0,2.45E-07,5.70E-07,0.044604708,0.601921132,0.844954128,0.317604356,0.536842105,0.014349776,0.075723121
영주,20210905,0,1.92E-07,5.62E-07,0.04382969,0.59140546,0.811009174,0.322141561,0.547368421,0.009865471,0.075723121
영주,20210906,0,1.80E-07,5.69E-07,0.042973984,0.579878665,0.811926606,0.324863884,0.578947368,0.004932735,0.075723121
영주,20210907,0.089651123,2.09E-07,5.64E-07,0.042280895,0.570475228,1,0.313067151,0.489473684,0.003363229,0.075723121
영주,20210908,0,2.11E-07,5.74E-07,0.041566289,0.560869565,0.879816514,0.334845735,0.573684211,0.016367713,0.075723121
영주,20210909,0,2.38E-07,5.66E-07,0.041012274,0.55338726,0.883486239,0.32123412,0.526315789,0.012556054,0.075723121
영주,20210910,0,1.10E-07,4.03E-07,0.040318026,0.543983822,0.90733945,0.33030853,0.526315789,0.008744395,0.075723121
영주,20210911,0,6.67E-08,1.99E-07,0.040036281,0.540242669,0.888990826,0.338475499,0.526315789,0.017040359,0.075723121
영주,20210912,0,5.43E-08,2.00E-07,0.039690564,0.535591507,0.826605505,0.343012704,0.542105263,0.021973094,0.075723121
영주,20210913,0,4.95E-08,2.01E-07,0.03931762,0.530535895,0.852293578,0.331215971,0.547368421,0.003587444,0.075723121
영주,20210914,0,4.30E-08,2.01E-07,0.038912567,0.525075834,0.831192661,0.313067151,0.573684211,0.005829596,0.075723121
영주,20210915,0,4.26E-08,2.00E-07,0.038509003,0.519615774,0.797247706,0.316696915,0.573684211,0.014125561,0.075723121
영주,20210916,0,3.98E-08,1.99E-07,0.038092156,0.513953488,0.802752294,0.320326679,0.563157895,0.011659193,0.075723121
영주,20210917,0.056820882,8.86E-08,2.01E-07,0.037915843,0.511627907,0.97706422,0.304900181,0.531578947,0.010538117,0.075723121
영주,20210918,0,6.05E-08,2.02E-07,0.037596526,0.507280081,0.890825688,0.306715064,0.531578947,0.014349776,0.075723121
영주,20210919,0,4.13E-08,2.01E-07,0.037181748,0.501718908,0.842201835,0.317604356,0.536842105,0.023991031,0.075723121
영주,20210920,0,4.04E-08,2.01E-07,0.036762709,0.496056623,0.79266055,0.332123412,0.547368421,0.015919283,0.075723121
영주,20210921,0.026335914,3.80E-08,8.13E-08,0.036702172,0.495247725,0.953211009,0.326678766,0.515789474,0.004932735,0.075723121
영주,20210922,0.001652569,5.20E-08,2.09E-08,0.036898802,0.497876643,0.778899083,0.327586207,0.589473684,0.014125561,0.075723121
영주,20210923,0,4.10E-08,2.08E-08,0.037040193,0.499797776,0.791743119,0.308529946,0.615789474,0.006950673,0.075723121
영주,20210924,0,3.29E-08,2.08E-08,0.037141197,0.501213347,0.844954128,0.310344828,0.536842105,0.012780269,0.075723121
영주,20210925,0,2.69E-08,2.08E-08,0.037211996,0.502123357,0.88440367,0.309437387,0.563157895,0.002017937,0.075723121
영주,20210926,0,2.79E-08,2.07E-08,0.037287842,0.503134479,0.844954128,0.309437387,0.552631579,0.012107623,0.075723121
영주,20210927,0,2.79E-08,2.07E-08,0.037363689,0.504145602,0.842201835,0.313974592,0.536842105,0.016143498,0.075723121
영주,20210928,0.001623582,2.28E-08,2.07E-08,0.037414295,0.504853387,0.883486239,0.32123412,0.521052632,0.004484305,0.075723121
영주,20210929,0.06251313,5.20E-08,2.07E-08,0.037611546,0.507482305,0.987155963,0.316696915,0.5,0.003811659,0.075723121
영주,20210930,0.01054357,6.72E-08,2.06E-08,0.03788543,0.511223458,0.87706422,0.32123412,0.526315789,0.023542601,0.075723121
용담,20210901,0.091865505,6.97E-07,3.33E-06,0.241105913,0.722952477,0.913761468,0.35753176,0.531578947,0.010089686,0.347820543
용담,20210902,0.004337022,4.41E-07,2.45E-06,0.235727545,0.70677452,0.856880734,0.343920145,0.526315789,0.004484305,0.347820543
용담,20210903,0.002403248,3.92E-07,2.14E-07,0.237035517,0.710819009,0.831192661,0.341197822,0.536842105,0.010313901,0.347820543
용담,20210904,0,2.74E-07,2.14E-07,0.23775095,0.712841254,0.823853211,0.336660617,0.521052632,0.015246637,0.347820543
용담,20210905,0.013066651,2.03E-07,2.14E-07,0.238108873,0.713852376,0.885321101,0.326678766,0.515789474,0.001793722,0.347820543
용담,20210906,0.03215726,2.27E-07,2.13E-07,0.238586794,0.715874621,0.898165138,0.326678766,0.557894737,0.000224215,0.347820543
용담,20210907,0.010475734,2.74E-07,2.13E-07,0.239305124,0.717896866,0.931192661,0.332123412,0.521052632,0.008520179,0.347820543
용담,20210908,0.005784589,2.03E-07,2.13E-07,0.239664454,0.718604651,0.862385321,0.340290381,0.515789474,0.013004484,0.347820543
용담,20210909,0,2.03E-07,2.13E-07,0.240024281,0.71991911,0.852293578,0.343012704,0.510526316,0.010538117,0.347820543
용담,20210910,0,1.55E-07,2.13E-07,0.24014432,0.71991911,0.903669725,0.342105263,0.5,0.006053812,0.347820543
용담,20210911,0,1.31E-07,2.13E-07,0.240144278,0.71991911,0.831192661,0.352994555,0.510526316,0.019506726,0.347820543
용담,20210912,0,1.31E-07,2.13E-07,0.240144278,0.71991911,0.872477064,0.349364791,0.515789474,0.015246637,0.347820543
용담,20210913,0,9.31E-08,2.13E-07,0.239952282,0.71991911,0.752293578,0.352087114,0.552631579,0.005381166,0.347820543
용담,20210914,0,9.78E-08,2.13E-07,0.239784286,0.718907988,0.734862385,0.343920145,0.568421053,0.009192825,0.347820543
용담,20210915,0,8.36E-08,2.13E-07,0.239544705,0.717896866,0.633027523,0.352994555,0.621052632,0.025336323,0.347820543
용담,20210916,0.000422556,8.37E-08,2.13E-07,0.239305124,0.717896866,0.755963303,0.33938294,0.552631579,0.019730942,0.347820543
용담,20210917,0.063086001,2.98E-07,2.13E-07,0.240144278,0.71991911,0.879816514,0.324863884,0.536842105,0.003139013,0.347820543
용담,20210918,0,1.31E-07,2.13E-07,0.240144278,0.71991911,0.834862385,0.327586207,0.521052632,0.019058296,0.347820543
용담,20210919,0,8.36E-08,2.13E-07,0.239904283,0.718907988,0.808256881,0.333030853,0.515789474,0.021076233,0.347820543
용담,20210920,0,8.37E-08,2.13E-07,0.239664289,0.718907988,0.803669725,0.335753176,0.526315789,0.021973094,0.347820543
용담,20210921,0.066233652,2.75E-07,2.13E-07,0.240384273,0.720930233,0.87706422,0.341197822,0.526315789,0.006053812,0.347820543
용담,20210922,0.002397271,1.79E-07,2.13E-07,0.240624682,0.721941355,0.811009174,0.33938294,0.542105263,0.015022422,0.347820543
용담,20210923,0.000391178,1.16E-07,1.89E-07,0.240624682,0.721941355,0.796330275,0.317604356,0.531578947,0.021524664,0.347820543
용담,20210924,0,8.40E-08,1.75E-07,0.240504684,0.720930233,0.811926606,0.318511797,0.526315789,0.017488789,0.347820543
용담,20210925,0,8.40E-08,1.75E-07,0.240384273,0.720930233,0.846788991,0.323956443,0.531578947,0.003363229,0.347820543
용담,20210926,0,6.00E-08,1.75E-07,0.240144278,0.71991911,0.788990826,0.325771325,0.526315789,0.005381166,0.347820543
