dam_nm,obsr_de,rain_qy,inflow_qy,tot_dcwtr_qy,rsvwt_qy,dam_rsvwt_rt,avg_hmd,avg_tmr,avg_wv,snsn_sum,valid_rsvwt_cpcty_qy
밀양,20190313,0.242,174787.2,124070.4,51.383,69.8,31.2,4.9,2.2,14.5,69.8
용담,20190313,1.5588,238982.4,1141689.6,617,75.7,49.5,2.2,2.4,12.2,672.52
대청,20190313,0.6185,1323043.2,2524348.8,1043.608,70,38.3,3.7,2.4,11,790
보령,20190313,0,53308.8,263347.2,64.934,55.6,52.3,4,0.9,20.2,108.7
부안,20190313,0,39052.8,61776,31.382,62.4,48.4,4.4,2.1,12.5,35.6
섬진강,20190313,0,229219.2,426038.4,318.701,68.4,58,1.3,2,19.8,429
주암(본),20190313,0,81907.2,891302.4,277.525,60.7,44.3,4.1,4,20.1,352
주암(조),20190313,0,443145.6,632793.6,183.951,73.6,44.3,4.1,4,20.1,210
장흥,20190313,0,236390.4,165283.2,91.03,47.7,50.9,5.2,3.8,17.1,171
충주,20190314,0,652406.4,9383558.4,1611.221,58.6,48.3,3.3,1.4,17,1789
횡성,20190314,0,80870.4,131846.4,66.138,76.1,53.5,2.3,1.3,14.8,73.4
소양강,20190314,0,484358.4,986774.4,1824.271,62.9,60.8,1.3,1.3,7.5,1900
안동,20190314,0,229219.2,1936137.6,835.474,67,40.3,3.7,1.7,12.9,1000
임하,20190314,0,364348.8,552009.6,339.312,57,40.3,3.7,1.7,12.9,424
성덕,20190314,0,21686.4,55036.8,18.122,65,43.2,2.2,1.9,12.9,24.8
영주,20190314,0,46656,46656,0.061,0.2,46.3,3,3.1,17,160.4
군위,20190314,0,40435.2,96076.8,24.209,49.7,30.2,6.5,1.5,12.5,40.1
김천부항,20190314,0,0,148176,32.321,59.5,38.5,3.8,2.6,12.2,42.6
보현산,20190314,0,7689.6,29376,7.796,35.3,34,4.6,1.5,20.4,17.88
합천,20190314,0,294537.6,691286.4,536.691,67.9,60,4.6,1.4,20.1,560
남강,20190314,0,1582675.2,1582675.2,168.257,54.4,53.7,4.9,0.9,13.5,299.7
밀양,20190314,0,126576,126576,51.383,69.8,35.8,5.4,1.1,20.6,69.8
용담,20190314,0,542505.6,1143849.6,616.399,75.6,45.9,3.8,1.7,12.3,672.52
대청,20190314,0.0729,1944518.4,2544825.6,1043.008,70,42.1,5.6,1.4,10.1,790
보령,20190314,0,19094.4,271123.2,64.682,55.3,66.8,4.9,3,18.7,108.7
부안,20190314,0,0,60480,31.291,62.2,53,6,1.8,13.1,35.6
섬진강,20190314,0,426211.2,426211.2,318.701,68.4,57.9,2.7,1.3,20.7,429
주암(본),20190314,0,290563.2,896486.4,276.919,60.6,56.2,4.3,1.5,19.9,352
주암(조),20190314,0,444528,634089.6,183.761,73.5,56.2,4.3,1.5,19.9,210
장흥,20190314,0,167011.2,167011.2,91.03,47.7,62.2,5,1.2,20.9,171
충주,20190315,9.1982,3581020.8,9386409.6,1605.416,58.4,69.9,4.7,1.5,11.7,1789
횡성,20190315,7.1378,39052.8,141004.8,66.036,76,72,3.6,1.4,12.2,73.4
소양강,20190315,2.9059,981331.2,981331.2,1824.271,62.9,84,2.7,1.1,5,1900
안동,20190315,3.033,1050883.2,1903478.4,834.621,66.9,68,4.2,1.4,9.6,1000
임하,20190315,3.8259,554601.6,554601.6,339.312,57,68,4.2,1.4,9.6,424
성덕,20190315,2,0,55468.8,18.067,64.8,70.2,3.4,1.8,8.1,24.8
영주,20190315,6.894,42422.4,45446.4,0.058,0.2,71.1,3,2.2,9.8,160.4
군위,20190315,1,3024,95644.8,24.116,49.5,53,7,2.7,8.4,40.1
김천부항,20190315,1,14947.2,148348.8,32.187,59.3,60,5.2,3.5,7.6,42.6
보현산,20190315,1,518.4,29376,7.768,35.1,55.5,5.7,2,14.7,17.88
합천,20190315,6.9177,492480,690768,536.492,67.9,82.5,4.5,1.6,11.7,560
남강,20190315,3.9,1577923.2,1577923.2,168.257,54.4,66.9,5.1,1.6,8.9,299.7
밀양,20190315,3.9043,124243.2,124243.2,51.383,69.8,70,5.1,1.1,11.9,69.8
용담,20190315,7.8362,868924.8,1169510.4,616.098,75.6,68.1,5.8,2.5,8.6,672.52
대청,20190315,1.7889,1913500.8,2513635.2,1042.408,70,64,7.1,1.9,8.5,790
보령,20190315,1.8272,130896,256953.6,64.556,55.2,81.5,6.4,2.5,12.8,108.7
부안,20190315,1.6878,15033.6,60307.2,31.246,62.1,69.5,7.6,3.6,7.9,35.6
섬진강,20190315,4.7244,426384,426384,318.701,68.4,73,4.3,2.9,10.5,429
주암(본),20190315,0.4613,94348.8,900720,276.112,60.4,71.9,4.6,2.8,16.1,352
주암(조),20190315,1.7481,443577.6,632966.4,183.572,73.4,71.9,4.6,2.8,16.1,210
장흥,20190315,0.369,164851.2,164851.2,91.03,47.7,66.3,7,2.8,13.7,171
충주,20190316,1.7269,1423699.2,9385977.6,1597.454,58.1,70.4,4.5,1.2,0.8,1789
횡성,20190316,0.4555,78105.6,128995.2,65.985,75.9,79.8,3.4,1.1,8,73.4
소양강,20190316,0.5272,983318.4,983318.4,1824.271,62.9,79.5,3.4,1.4,5.2,1900
안동,20190316,4.1515,200966.4,1904428.8,832.918,66.7,67.9,4.3,1.6,11.7,1000
임하,20190316,3.2649,359596.8,547171.2,339.124,57,67.9,4.3,1.6,11.7,424
성덕,20190316,0,22723.2,55987.2,18.033,64.6,69.8,3.6,1.5,9.3,24.8
영주,20190316,0,43200,43200,0.058,0.2,68.8,4,3.7,16.8,160.4
군위,20190316,0,40003.2,95558.4,24.061,49.4,50.3,7.4,2.4,12.2,40.1
김천부항,20190316,0,53568,148694.4,32.092,59.1,57.8,5.2,3.5,11.9,42.6
보현산,20190316,0,14860.8,29289.6,7.753,35.1,49.5,6.7,2,20.7,17.88
합천,20190316,0,492307.2,690595.2,536.294,67.9,60.4,5.8,1.4,19,560
남강,20190316,0.989,1303603.2,1579392,167.981,54.3,64.5,6,1.2,12.6,299.7
밀양,20190316,0.242,109036.8,125971.2,51.366,69.8,52.4,6.8,1.2,17.7,69.8
용담,20190316,1.4042,542073.6,1142899.2,615.497,75.5,63.3,5.2,1.6,11.4,672.52
대청,20190316,0.0798,1915228.8,2515190.4,1041.808,69.9,65.9,6,1.6,6.4,790
보령,20190316,0,44409.6,254448,64.346,55,71.6,5.3,1.7,19.4,108.7
부안,20190316,0,38016,60652.8,31.223,62.1,67,6.3,2,12.3,35.6
섬진강,20190316,0.3194,229651.2,426470.4,318.504,68.4,66.4,5.1,1.7,18.8,429
주암(본),20190316,0,294364.8,898041.6,275.509,60.3,62.2,6.6,2.6,21,352
주암(조),20190316,0,317779.2,633139.2,183.256,73.3,62.2,6.6,2.6,21,210
장흥,20190316,0,95212.8,166320,90.959,47.6,61.8,7.2,2.3,20.4,171
충주,20190317,0,2885673.6,9382867.2,1590.956,57.9,61,4.9,1.4,16.3,1789
횡성,20190317,0,78969.6,129859.2,65.934,75.9,65.5,4.3,1.4,16.3,73.4
소양강,20190317,0,481334.4,983664,1823.769,62.9,67.7,4.1,1.3,10.7,1900
안동,20190317,0,202089.6,1903305.6,831.217,66.6,56.9,5.4,1.8,12.9,1000
임하,20190317,0,171244.8,546134.4,338.749,56.9,56.9,5.4,1.8,12.9,424
성덕,20190317,0,11664,55987.2,17.989,64.5,65.7,3.4,1.5,11.6,24.8
영주,20190317,0,52012.8,45964.8,0.064,0.2,54,5,4.2,16,160.4
군위,20190317,0,2937.6,95299.2,23.969,49.2,42.6,8.5,2.3,13,40.1
김천부항,20190317,0,34905.6,148867.2,31.978,58.9,53.2,6,3.2,13.5,42.6
보현산,20190317,0,518.4,29289.6,7.724,34.9,42.1,7.7,2.5,18.6,17.88
합천,20190317,0,294192,690681.6,535.898,67.8,52.8,6.9,1.1,19.7,560
남강,20190317,0,1581120,1581120,167.981,54.3,62.1,7.1,0.8,13.7,299.7
밀양,20190317,0,58924.8,126576,51.298,69.7,57.7,7.1,1.1,20.8,69.8
용담,20190317,0,542764.8,1143244.8,614.897,75.5,59,5.8,1.4,12.1,672.52
대청,20190317,0,1327276.8,2526508.8,1040.608,69.8,49.1,7.3,1.4,12.7,790
보령,20190317,0,51494.4,261619.2,64.136,54.9,71.2,5.5,0.9,20.6,108.7
부안,20190317,0,0,61948.8,31.155,61.9,64.9,6,1.1,13.7,35.6
섬진강,20190317,0,426470.4,426470.4,318.504,68.4,61.3,5,1.6,20.1,429
주암(본),20190317,0,301190.4,903916.8,274.906,60.2,56.8,7.5,2.5,22.3,352
주암(조),20190317,0,444873.6,633916.8,183.067,73.2,56.8,7.5,2.5,22.3,210
장흥,20190317,0,167011.2,167011.2,90.959,47.6,58.5,7.7,1.7,22.1,171
충주,20190318,0,744336,9382867.2,1582.318,57.5,51.8,5.1,1.1,16.9,1789
횡성,20190318,0,28252.8,129945.6,65.833,75.8,57.7,5.6,1.1,16.4,73.4
소양강,20190318,0,988934.4,988934.4,1823.769,62.9,56.6,5.9,1.4,9.4,1900
안동,20190318,0,205372.8,1904342.4,829.518,66.5,50.7,6.2,1.3,11.1,1000
임하,20190318,0,359337.6,546652.8,338.562,56.9,50.7,6.2,1.3,11.1,424
성덕,20190318,0,691.2,55987.2,17.934,64.3,57.6,4.8,1.2,10.1,24.8
영주,20190318,0,50112,50112,0.064,0.2,48.1,5.8,2.3,16.2,160.4
군위,20190318,0,21340.8,95126.4,23.895,49.1,49.3,8.8,1.4,9.7,40.1
김천부항,20190318,0,16329.6,149040,31.846,58.7,43.9,6.3,1.4,10.5,42.6
보현산,20190318,0,604.8,29289.6,7.696,34.8,50.1,7.8,1.6,15.6,17.88
합천,20190318,0,294796.8,691113.6,535.501,67.8,55.1,7.2,1.4,14.7,560
남강,20190318,0,1297123.2,1572739.2,167.705,54.2,64.1,7.9,1,8.9,299.7
밀양,20190318,0,78278.4,128995.2,51.247,69.6,60,8.1,0.9,15,69.8
용담,20190318,0,554515.2,1154649.6,614.296,75.4,53.2,5.6,0.9,10.2,672.52
대청,20190318,0,1339545.6,2538000,1039.41,69.8,41.4,7.3,1,10.2,790
보령,20190318,0,48729.6,258854.4,63.926,54.7,48.4,5.1,1.1,14.4,108.7
부안,20190318,0,15292.8,60480,31.11,61.9,59.3,5.7,0.9,9.4,35.6
섬진강,20190318,0,229651.2,426384,318.307,68.3,55.1,5.1,0.9,16.3,429
주암(본),20190318,0,109728,911865.6,274.104,60,64.5,6.5,1.2,12.9,352
주암(조),20190318,0,444528,633484.8,182.878,73.2,64.5,6.5,1.2,12.9,210
장흥,20190318,0,96422.4,167529.6,90.888,47.6,63.6,7.1,0.8,12.7,171
충주,20190319,0,2205014.4,9382435.2,1575.14,57.3,51.8,8.6,0.8,17.5,1789
횡성,20190319,0,80438.4,131241.6,65.782,75.7,55.5,8.5,1,16.5,73.4
소양강,20190319,0,480729.6,982972.8,1823.266,62.9,54.9,8.7,1.1,9.6,1900
안동,20190319,0,207619.2,1904342.4,827.821,66.3,45,10.6,1.4,12.2,1000
임하,20190319,0,357868.8,545184,338.375,56.9,45,10.6,1.4,12.2,424
성덕,20190319,0,12096,56246.4,17.89,64.1,52.1,8.6,1.2,12.1,24.8
영주,20190319,0,50112,50112,0.064,0.2,45.8,8.9,2.6,15.8,160.4
군위,20190319,0,2764.8,94867.2,23.803,48.9,42.6,13.4,1.6,11.8,40.1
김천부항,20190319,0,35769.6,149299.2,31.732,58.4,38.6,10.5,3,11.8,42.6
보현산,20190319,0,7862.4,29289.6,7.674,34.7,41.1,12.1,1.6,18.8,17.88
합천,20190319,0,294192,690336,535.105,67.7,51.3,11.4,1.1,18.4,560
남강,20190319,0,1282953.6,1558310.4,167.43,54.2,60,11.5,0.9,12.2,299.7
밀양,20190319,0,75081.6,125712,51.197,69.6,55.5,11.8,0.9,18.9,69.8
용담,20190319,0,542937.6,1142726.4,613.697,75.3,54.9,8.8,1.1,11.2,672.52
대청,20190319,0,1932336,2531260.8,1038.811,69.7,46.8,11.3,0.9,11.3,790
보령,20190319,0,59529.6,269740.8,63.715,54.5,64,7.7,1.4,17.8,108.7
부안,20190319,0,15465.6,60566.4,31.065,61.8,65.3,9,0.8,11.7,35.6
섬진강,20190319,0,229996.8,426729.6,318.111,68.3,59.9,8,1,19,429
주암(본),20190319,0,84931.2,885427.2,273.303,59.8,61.6,10.4,2.4,20.7,352
주암(조),20190319,0,382579.2,634262.4,182.627,73.1,61.6,10.4,2.4,20.7,210
장흥,20190319,0,26265.6,168307.2,90.746,47.5,67.9,9.9,1.6,19.4,171
충주,20190320,15.9887,2225232,9383212.8,1567.982,57,73,9.6,1.2,6.5,1789
횡성,20190320,16.7024,82166.4,132969.6,65.731,75.6,75.1,8.7,0.9,7.5,73.4
소양강,20190320,15.5627,1986508.8,981936,1824.271,62.9,79.6,8.4,0.9,3.5,1900
안동,20190320,8.175,674352,1945382.4,826.55,66.2,67.8,10.5,0.9,5.8,1000
임하,20190320,5.1842,543715.2,543715.2,338.375,56.9,67.8,10.5,0.9,5.8,424
성덕,20190320,4.1562,12182.4,56246.4,17.846,64,70.7,9.2,0.8,5.7,24.8
영주,20190320,12.8322,50112,50112,0.064,0.2,69.5,9.3,1.3,6.9,160.4
군위,20190320,2.4732,691.2,55900.8,23.747,48.8,59.8,12.5,1.6,4.4,40.1
김천부항,20190320,8.1246,36201.6,149558.4,31.619,58.2,61.6,10.5,2.2,4.9,42.6
보현산,20190320,2.8625,604.8,29116.8,7.646,34.6,58.4,11.6,1.2,7.3,17.88
합천,20190320,10.8782,689212.8,689212.8,535.105,67.7,69.4,10.7,1,6.5,560
남강,20190320,16.427,1572825.6,1572825.6,167.43,54.2,80.3,10.7,0.7,4.4,299.7
밀양,20190320,13.3653,74563.2,125193.6,51.146,69.5,68.3,11.6,1.2,7.5,69.8
용담,20190320,11.8516,844041.6,1143849.6,613.397,75.3,71,10,1.5,4.9,672.52
대청,20190320,8.7748,1929744,2528409.6,1038.212,69.7,75.5,11.1,1,3.3,790
보령,20190320,28.1372,134006.4,260150.4,63.589,54.4,76,10.9,2.1,4.1,108.7
부안,20190320,17.2809,15292.8,60307.2,31.02,61.7,73.6,11.6,2.6,2.7,35.6
섬진강,20190320,9.8458,626832,430099.2,318.307,68.3,74.7,9.5,2.9,5,429
주암(본),20190320,24.1525,685843.2,885686.4,273.103,59.8,86.5,10.4,2.1,6.8,352
주암(조),20190320,23.7633,633571.2,633571.2,182.627,73.1,86.5,10.4,2.1,6.8,210
장흥,20190320,29.096,308534.4,166492.8,90.888,47.6,86,11.4,3,4,171
충주,20190321,5.5655,2956348.8,9381916.8,1561.557,56.8,81.5,8.3,2.9,5.1,1789
횡성,20190321,8.7531,335404.8,132105.6,65.934,75.9,77.5,8.5,2,5.9,73.4
소양강,20190321,9.7158,3997382.4,981676.8,1827.287,63,79.2,8.4,1.9,4.2,1900
안동,20190321,9.482,1119830.4,1966464,825.703,66.2,76.2,9.5,3.4,4.9,1000
임하,20190321,2.8785,357782.4,545011.2,338.188,56.8,76.2,9.5,3.4,4.9,424
성덕,20190321,1.3846,1036.8,56073.6,17.791,63.8,72.3,10.5,4.1,4.8,24.8
영주,20190321,7.2889,50112,50112,0.064,0.2,77.9,8.1,5.1,5.7,160.4
군위,20190321,0.7634,11059.2,29462.4,23.729,48.7,63.8,13.7,4.6,11,40.1
김천부항,20190321,0.4237,55382.4,149731.2,31.524,58.1,75.5,9.1,6.4,1.9,42.6
보현산,20190321,0.7125,7084.8,28425.6,7.624,34.5,63,13.6,4.1,18.7,17.88
합천,20190321,1,492739.2,690768,534.907,67.7,57.3,13.3,2.8,17.5,560
남강,20190321,1.1414,3230755.2,1575504,169.085,54.7,61.7,14.9,1.9,10.7,299.7
밀양,20190321,3.3928,140572.8,123724.8,51.163,69.5,58.3,16.1,2.7,17.6,69.8
용담,20190321,1.7336,1316649.6,1016841.6,613.697,75.3,77,8.8,2.7,3.4,672.52
대청,20190321,2.2062,1903564.8,2502057.6,1037.614,69.6,77.3,9,2.6,4.9,790
보령,20190321,1.7194,239068.8,281145.6,63.547,54.4,84.7,6.8,2.3,9,108.7
부안,20190321,1.6561,36460.8,59011.2,30.998,61.6,80.8,8,2.8,3.6,35.6
섬진강,20190321,1.1739,429840,429840,318.307,68.3,85.5,7.8,2.5,5.4,429
주암(본),20190321,0.1283,467769.6,867196.8,272.704,59.7,82.8,9.6,4.3,9.2,352
주암(조),20190321,0,507600,633398.4,182.501,73,82.8,9.6,4.3,9.2,210
장흥,20190321,0,596505.6,169689.6,91.315,47.8,81,9.6,4.4,4.1,171
충주,20190322,0,5820940.8,9383817.6,1557.994,56.7,54,4.1,2.6,19.9,1789
횡성,20190322,0,333763.2,130032,66.138,76.1,56.8,3.6,1.5,17.2,73.4
소양강,20190322,0,5514825.6,985392,1831.816,63.2,59,3.2,1.7,10.6,1900
안동,20190322,0,1528588.8,1951689.6,825.28,66.1,53.2,5,2.6,13.1,1000
임하,20190322,0,552182.4,552182.4,338.188,56.8,53.2,5,2.6,13.1,424
성덕,20190322,0,12096,55987.2,17.747,63.6,53.1,5,2.1,13,24.8
영주,20190322,0,50112,50112,0.064,0.2,54.1,4.1,5.3,19,160.4
군위,20190322,0,43804.8,62208,23.711,48.7,41.3,7.3,3.5,13.2,40.1
김천부항,20190322,0,36979.2,149990.4,31.411,57.9,50.7,3.6,4.8,13.4,42.6
보현산,20190322,0,0,27993.6,7.596,34.4,39.8,7.5,2.5,19.7,17.88
합천,20190322,0,689731.2,689731.2,534.907,67.7,41.3,8,1.5,21.1,560
남강,20190322,0,3498681.6,1558396.8,171.026,55.3,41,9.3,1.8,14.6,299.7
밀양,20190322,0,159667.2,125884.8,51.197,69.6,33.7,9.1,1.9,21.9,69.8
용담,20190322,0,1012348.8,1012348.8,613.697,75.3,54,3.7,1.9,12.2,672.52
대청,20190322,0,1317427.2,2513808,1036.417,69.6,51.5,4.3,1.8,14,790
보령,20190322,0,151545.6,277689.6,63.421,54.3,58.4,3.5,1.6,22.9,108.7
부안,20190322,0,38793.6,61257.6,30.975,61.6,62.7,3.8,2,13.3,35.6
섬진강,20190322,0,428630.4,428630.4,318.307,68.3,61.5,3.2,2.1,20.5,429
주암(본),20190322,0,460944,859939.2,272.305,59.6,61.4,4.9,4.1,23.6,352
주암(조),20190322,0,445564.8,634089.6,182.312,72.9,61.4,4.9,4.1,23.6,210
장흥,20190322,0,379728,165974.4,91.528,47.9,54.9,5.9,4,21,171
충주,20190323,2.2372,10093593.6,9381398.4,1558.706,56.7,70.8,1.1,1.2,11.1,1789
횡성,20190323,2.3866,333504,129340.8,66.342,76.3,69.1,1.5,1.4,12.6,73.4
소양강,20190323,1.6702,2997475.2,982108.8,1833.831,63.2,68.7,1.6,1.3,7.3,1900
안동,20190323,0.112,1481241.6,1904256,824.857,66.1,61.4,2.8,2.5,10.9,1000
임하,20190323,0.476,734486.4,547257.6,338.375,56.9,61.4,2.8,2.5,10.9,424
성덕,20190323,2.3895,11750.4,55641.6,17.703,63.5,62.6,2.2,2.1,11.1,24.8
영주,20190323,0.6396,50112,50112,0.064,0.2,51.5,2.8,4.7,11.9,160.4
군위,20190323,2.5269,1296,93052.8,23.619,48.5,43.5,5.9,3.7,12.3,40.1
김천부항,20190323,4,37411.2,150249.6,31.298,57.6,57,2.1,3.8,9.7,42.6
보현산,20190323,1.7125,6739.2,27993.6,7.575,34.3,44.8,5.6,2.9,19.4,17.88
합천,20190323,1.1231,396057.6,0,535.303,67.8,50.8,4.6,1.5,19,560
남강,20190323,0.7173,2271110.4,2271110.4,171.026,55.3,41.3,6.4,1.2,12.1,299.7
밀양,20190323,0,146620.8,129772.8,51.214,69.6,35.4,6.5,2,18.4,69.8
용담,20190323,1.6348,1310256,1010361.6,613.996,75.3,62.8,1.8,1.9,11,672.52
대청,20190323,3.4329,1906848,2504736,1035.82,69.5,54.4,4,9.4,9.2,790
보령,20190323,1.3887,123033.6,249264,63.295,54.1,65.8,3.5,1.6,14.7,108.7
부안,20190323,0.6561,0,62035.2,30.908,61.5,61.8,4,2,10.4,35.6
섬진강,20190323,0.3194,625190.4,428457.6,318.504,68.4,61.2,2.1,1.9,17.1,429
주암(본),20190323,0.4893,276652.8,874368,271.707,59.5,51.6,4.3,3.5,19.8,352
주암(조),20190323,1.7481,445737.6,634176,182.124,72.9,51.6,4.3,3.5,19.8,210
장흥,20190323,0,307324.8,164678.4,91.671,48,47.3,5.9,4,16.9,171
충주,20190324,0.1213,8669116.8,9381312,1557.994,56.7,57.7,3.2,1.9,21.4,1789
횡성,20190324,0,179193.6,128131.2,66.393,76.4,58,3,1.9,21.1,73.4
소양강,20190324,0,1994284.8,986083.2,1834.84,63.3,55.2,3.3,2,12.8,1900
안동,20190324,0,1483833.6,1906675.2,824.434,66.1,51.8,4.1,2.6,15.1,1000
임하,20190324,0,546480,546480,338.375,56.9,51.8,4.1,2.6,15.1,424
성덕,20190324,0,11404.8,55209.6,17.659,63.3,55.4,3,2.3,14.9,24.8
영주,20190324,0,60998.4,54864,0.07,0.2,53.2,3.7,4.7,20.8,160.4
군위,20190324,0,19267.2,92534.4,23.546,48.4,39.2,6.7,2.4,14.5,40.1
김천부항,20190324,0,37929.6,150595.2,31.186,57.4,51.5,2.9,3.5,15.3,42.6
보현산,20190324,0,6825.6,27993.6,7.554,34.2,36.4,6.3,2.4,22.4,17.88
합천,20190324,0,441590.4,45360,535.699,67.8,42.6,5.5,1.7,22.9,560
남강,20190324,0.2355,2259100.8,2259100.8,171.026,55.3,54.3,5,1,15,299.7
밀양,20190324,0,126576,126576,51.214,69.6,42.5,5.8,1.3,22.9,69.8
용담,20190324,0.2618,709862.4,1009756.8,613.697,75.3,58.5,2.8,1.6,13.7,672.52
대청,20190324,0.238,2503267.2,2503267.2,1035.82,69.5,50.5,5,1.9,14.2,790
보령,20190324,0,98323.2,266630.4,63.127,54,61.7,3.7,1.7,24.5,108.7
부안,20190324,0,57283.2,57283.2,30.908,61.5,55.9,4.1,1.4,15.2,35.6
섬진강,20190324,0,427766.4,427766.4,318.504,68.4,63.1,1.8,1.6,24.1,429
주암(본),20190324,0,294883.2,891648,271.11,59.3,55.2,4.3,2.4,24.3,352
주암(조),20190324,0,444873.6,633139.2,181.936,72.8,55.2,4.3,2.4,24.3,210
장흥,20190324,0,163728,163728,91.671,48,56.5,4.5,1.8,23.8,171
충주,20190325,0.0123,7246022.4,9381398.4,1555.859,56.6,64.1,5.5,1.3,15.5,1789
횡성,20190325,0,183772.8,132624,66.444,76.5,64.7,5.1,0.9,10.7,73.4
소양강,20190325,0,2495923.2,982972.8,1836.353,63.3,68.5,4.5,0.8,2.3,1900
안동,20190325,0,634780.8,1902441.6,823.167,66,55.9,6.8,1.9,11.8,1000
임하,20190325,0,357350.4,544579.2,338.188,56.8,55.9,6.8,1.9,11.8,424
성덕,20190325,0,11750.4,55468.8,17.615,63.1,55.3,6.1,1.7,11.7,24.8
영주,20190325,0,57024,57024,0.07,0.2,57.4,6.1,2.5,13,160.4
군위,20190325,0.7634,777.6,92188.8,23.454,48.2,41.6,8.9,1.8,10.8,40.1
김천부항,20190325,0,38361.6,150854.4,31.073,57.2,54.2,6.1,1.8,11.5,42.6
보현산,20190325,0,0,27907.2,7.525,34,36.2,9,2.1,16.7,17.88
합천,20190325,0,181440,181440,535.699,67.8,52,6.4,1.4,14.8,560
남강,20190325,0,2079907.2,2079907.2,171.026,55.3,65.5,5.7,0.8,9.5,299.7
밀양,20190325,0,108259.2,125107.2,51.197,69.6,51.5,6.7,0.9,15.2,69.8
용담,20190325,0,1010275.2,1010275.2,613.697,75.3,64,5.3,1.2,11.2,672.52
대청,20190325,0,1944777.6,2542492.8,1035.222,69.5,53.9,7.7,1.5,10.4,790
보령,20190325,0,128131.2,254361.6,63,53.9,65.6,7.5,3.4,19.2,108.7
부안,20190325,0,16761.6,61689.6,30.863,61.4,61.5,7,1.2,11.2,35.6
섬진강,20190325,0,428112,428112,318.504,68.4,67.7,4.2,1.2,17.9,429
주암(본),20190325,0,293760,889660.8,270.515,59.2,68.8,5.3,1.2,13.6,352
주암(조),20190325,0,445132.8,633312,181.747,72.7,68.8,5.3,1.2,13.6,210
장흥,20190325,0,163728,163728,91.671,48,68.6,6,0.7,15.9,171
충주,20190326,0.0229,5828803.2,9383904,1552.303,56.5,54.8,8.4,1.3,19.4,1789
횡성,20190326,0,179539.2,128390.4,66.495,76.5,54.6,8.6,1.5,19.7,73.4
소양강,20190326,0,1991433.6,982368,1837.362,63.4,59.1,8.8,1.4,11.7,1900
안동,20190326,0,1059782.4,1904169.6,822.322,65.9,49.4,10,2.1,13.9,1000
임하,20190326,0,359769.6,546912,338,56.8,49.4,10,2.1,13.9,424
성덕,20190326,0,12009.6,55641.6,17.572,63,52,8.3,2.6,13.5,24.8
영주,20190326,0,57024,57024,0.07,0.2,46.2,9.3,4.6,19.5,160.4
군위,20190326,0,19958.4,92966.4,23.381,48,43.9,11.7,2.3,13.5,40.1
김천부항,20190326,0,38707.2,151027.2,30.961,57,45.7,9.6,3.4,13.7,42.6
보현산,20190326,0,7084.8,28166.4,7.504,33.9,40.2,11.3,2.6,20.6,17.88
합천,20190326,0,0,181440,535.303,67.8,47.4,10.2,1.5,20.8,560
남강,20190326,0,2112480,2112480,171.026,55.3,60.5,9.5,0.8,14,299.7
밀양,20190326,0,79315.2,129945.6,51.146,69.5,54.3,9.8,1.3,21.7,69.8
용담,20190326,0,711158.4,1010966.4,613.397,75.3,59.6,8.1,1.2,11.6,672.52
대청,20190326,0,1916524.8,2513980.8,1034.624,69.4,43.8,11.5,1.2,13.1,790
보령,20190326,0,87177.6,255571.2,62.832,53.8,78.4,9.4,1.9,22.1,108.7
부안,20190326,0,0,60998.4,30.795,61.2,67.2,10.3,1.3,12.4,35.6
섬진강,20190326,0,428025.6,428025.6,318.504,68.4,61.2,7.1,0.9,19.6,429
주암(본),20190326,0,276998.4,871948.8,269.92,59.1,66.8,9,1.7,22.5,352
주암(조),20190326,0,445564.8,633571.2,181.559,72.6,66.8,9,1.7,22.5,210
장흥,20190326,0,166579.2,166579.2,91.671,48,63,9.7,1.1,21.2,171
충주,20190327,0,4415904,9384768,1547.335,56.3,53,12.7,2.9,15.8,1789
횡성,20190327,0,131846.4,131846.4,66.495,76.5,61.5,10.2,2.2,10.9,73.4
소양강,20190327,0.2483,1489449.6,984787.2,1837.866,63.4,65.3,10.5,2.3,4.2,1900
안동,20190327,0,215136,1902268.8,820.635,65.8,49.1,12,3,11.4,1000
임하,20190327,0,355622.4,542678.4,337.813,56.8,49.1,12,3,11.4,424
성덕,20190327,0,1296,55728,17.517,62.8,45.6,11.4,2.5,11.1,24.8
영주,20190327,0,57024,57024,0.07,0.2,48.2,10.8,2.7,13.2,160.4
군위,20190327,0,3196.8,94348.8,23.29,47.8,35.9,14.7,2.2,11.9,40.1
김천부항,20190327,0,20476.8,151286.4,30.83,56.8,41.8,13.6,4.9,10.7,42.6
보현산,20190327,0,7862.4,28944,7.483,33.8,37.1,12.9,2.3,18.8,17.88
합천,20190327,0,0,181440,534.907,67.7,43.1,13.1,2.8,19.4,560
남강,20190327,0,1559952,2115331.2,170.47,55.1,55.2,12,1.5,13.2,299.7
밀양,20190327,0,77760,128390.4,51.095,69.4,45.9,11.4,1.8,19.7,69.8
용담,20190327,0,413164.8,1012521.6,612.797,75.2,50,13.3,2.6,11.4,672.52
대청,20190327,0,1359158.4,2553552,1033.43,69.4,53.5,14,2.9,10.5,790
보령,20190327,0,87782.4,256262.4,62.664,53.6,71.2,11.5,5.4,15.7,108.7
부안,20190327,0,16761.6,61516.8,30.751,61.1,58.5,14,4,13,35.6
섬진강,20190327,0,261964.8,458697.6,318.307,68.3,52.8,11.3,2.2,20.2,429
