dam_nm,obsr_de,rain_qy,inflow_qy,tot_dcwtr_qy,rsvwt_qy,dam_rsvwt_rt,avg_hmd,avg_tmr,avg_wv,snsn_sum,valid_rsvwt_cpcty_qy
횡성,20220727,0,563673.6,820627.2,66.8541,76.93,71.9,26.5,0.9,5.8,73.4
횡성,20220728,0,405561.6,815356.8,66.4443,76.46,73.5,26.8,1.1,9.2,73.4
횡성,20220729,0,307756.8,817862.4,65.9342,75.87,72,28.5,1.2,9.9,73.4
횡성,20220730,0,256003.2,814147.2,65.376,75.2,72.8,28.5,1.3,8.1,73.4
횡성,20220731,17.6353,293500.8,697507.2,64.972,74.77,88,25.9,1,0.1,73.4
충주,20220801,7.2182,12596256,10938585.6,1708.1824,62.12,78,24.4,1.3,10.1,1789
횡성,20220801,17.7416,610329.6,811728,64.7706,74.53,88.5,20,0.7,2.8,73.4
소양강,20220801,14.1829,8021548.8,2160345.6,1694.7899,58.44,84.2,17.2,0.8,4,1900
안동,20220801,2.8937,726451.2,1902096,527.6859,42.28,83,27.1,0.9,0.1,1000
임하,20220801,1.0789,332726.4,550800,157.9556,26.55,83,27.1,0.9,0.1,424
성덕,20220801,0,8985.6,24710.4,10.3554,37.12,76.9,26.9,1.4,4,24.8
영주,20220801,1,532396.8,164851.2,49.5639,27.37,95.3,25.3,0.7,0.1,160.4
군위,20220801,1,3110.4,37497.6,10.2657,21.08,73.5,27.2,1.2,6.1,40.1
김천부항,20220801,5.5544,203385.6,72316.8,13.2638,24.43,68.9,20.2,1.7,12.7,42.6
보현산,20220801,0,9936,33264,5.651,25.56,79.4,22.1,1.2,9.8,17.88
합천,20220801,18.5095,6507129.6,647222.4,238.8628,30.24,86.8,26.5,0.9,7.3,560
남강,20220801,38.3022,46657036.8,3651177.6,147.7911,47.8,73.5,27,1.6,14.7,299.7
밀양,20220801,2.2699,171504,157507.2,36.04,48.97,69.5,28.9,2.9,0.2,69.8
용담,20220801,7.8964,2735510.4,1400803.2,372.5052,45.71,70,18,1.4,16.2,672.52
대청,20220801,4.5771,2751667.2,4925491.2,725.2968,48.68,71.3,23.1,1.1,15.3,790
보령,20220801,80.6275,2748297.6,327369.6,33.3163,28.5,80.1,28.4,2.4,5.3,108.7
부안,20220801,53.7195,445219.2,66528,36.5408,72.65,65.8,29.4,2,14.1,35.6
섬진강,20220801,18.575,3315686.4,1702512,101.9471,21.88,86.3,22.9,0.6,2.2,429
주암(본),20220801,29.7874,15770160,367804.8,140.615,30.77,94.9,25.9,3.9,4,352
주암(조),20220801,59.7177,5436633.6,646185.6,53.5793,21.43,94.9,25.9,3.9,4,210
장흥,20220801,21.296,2145312,599011.2,80.0633,41.92,97.3,26.6,4.8,6.3,171
충주,20220802,4.9063,12808368,10938672,1710.0521,62.18,82.6,27.6,1.4,2.3,1789
횡성,20220802,12.0233,567820.8,818985.6,64.5194,74.25,92.5,26,0.9,0.6,73.4
소양강,20220802,26.8597,12327033.6,2160691.2,1704.9563,58.79,99,26.7,0.8,0.2,1900
안동,20220802,7.8544,1020816,1901491.2,526.8052,42.21,82.3,27.8,1.1,2,1000
임하,20220802,1.9078,230515.2,557280,157.6289,26.49,82.3,27.8,1.1,2,424
성덕,20220802,2.3846,5961.6,24192,10.3372,37.05,74.9,27.7,1.2,7.5,24.8
영주,20220802,11.3482,557971.2,165024,49.9569,27.59,97.4,25.8,0.9,1.4,160.4
군위,20220802,3.7669,18230.4,37411.2,10.2465,21.04,91.8,27.9,1,1.5,40.1
김천부항,20220802,1,193622.4,72403.2,13.3851,24.65,84.5,26.1,1.2,2.8,42.6
보현산,20220802,4,10540.8,33782.4,5.6277,25.45,85.4,27.1,1.1,0.8,17.88
합천,20220802,5.603,5647708.8,648691.2,243.8618,30.87,87.1,27,1.3,1.1,560
남강,20220802,30.759,58523817.6,5463936,200.851,64.96,90.6,27.1,1.2,4.1,299.7
밀양,20220802,7.9539,318297.6,164419.2,36.194,49.18,81.6,27.7,2,1.9,69.8
용담,20220802,5.3517,3156364.8,1401667.2,374.26,45.92,87.5,26.7,1.1,2.5,672.52
대청,20220802,2.8548,3842294.4,4094323.2,725.0448,48.66,76.4,28.8,1.8,3.9,790
보령,20220802,1.1079,2158617.6,299635.2,35.1753,30.09,87.6,27.2,4.9,0.2,108.7
부안,20220802,0.6561,280195.2,66268.8,36.7547,73.07,82,27.9,2.3,5,35.6
섬진강,20220802,7.4064,3533328,1711843.2,103.7686,22.27,89.1,25.8,1.6,2.7,429
주암(본),20220802,7.8508,9875433.6,428112,150.0623,32.84,88.3,27,1.6,2.4,352
주암(조),20220802,29.9772,3650832,645494.4,56.5846,22.63,88.3,27,1.6,2.4,210
장흥,20220802,9.975,1213747.2,620092.8,80.6569,42.23,91.4,27.5,1.9,4,171
충주,20220803,12.0181,15170284.8,10939104,1714.2833,62.34,87.8,26.6,0.9,0.9,1789
횡성,20220803,37.3433,2893795.2,1122163.2,66.291,76.28,92.8,25.7,0.6,0.2,73.4
소양강,20220803,23.4624,40547520,2161641.6,1743.3422,60.12,93.8,26.9,1.3,0.7,1900
안동,20220803,1.1598,1020124.8,1899849.6,525.9255,42.14,82.9,27.4,1.2,6.6,1000
임하,20220803,1.6491,233193.6,559440,157.3026,26.44,82.9,27.4,1.2,6.6,424
성덕,20220803,0,4147.2,36115.2,10.3052,36.94,77.5,26.8,1.5,9.7,24.8
영주,20220803,0,500169.6,165369.6,50.2916,27.77,91.9,25.5,1.6,1.3,160.4
군위,20220803,0,6480,37411.2,10.2156,20.98,78.8,30.6,2.1,8.7,40.1
김천부항,20220803,0,124243.2,72576,13.4368,24.75,76.9,27.3,1.9,9.2,42.6
보현산,20220803,0,4752,33696,5.5987,25.32,76.3,29.2,1.8,9.4,17.88
합천,20220803,1.4494,3218054.4,648518.4,246.4313,31.19,79.3,28.6,1.2,8.9,560
남강,20220803,3.1262,20873462.4,15850857.6,205.8737,66.58,86.5,28,1,8.8,299.7
밀양,20220803,0.8792,290736,169862.4,36.3148,49.34,75.3,29.1,1.1,5.6,69.8
용담,20220803,6.3692,2590704,1403481.6,375.4472,46.07,81.6,27.5,1,7.2,672.52
대청,20220803,0.5866,5608310.4,3201811.2,727.4513,48.82,75.1,29.4,1.4,5.1,790
보령,20220803,3.7695,1157673.6,275702.4,36.0573,30.84,92,27.1,2.3,3.3,108.7
부안,20220803,0,98409.6,70934.4,36.7822,73.13,83.5,28.3,1.7,10.9,35.6
섬진강,20220803,8.3507,3441225.6,1947628.8,105.2622,22.59,89.9,26.1,0.9,3.8,429
주암(본),20220803,17.4435,6189091.2,444096,155.8074,34.09,91.8,26.4,0.6,2,352
주암(조),20220803,12.519,1597449.6,646704,57.5353,23.01,91.8,26.4,0.6,2,210
장흥,20220803,24.679,1200528,604713.6,81.2527,42.54,96,26.7,0.9,2.5,171
충주,20220804,1.7979,20296396.8,10938153.6,1723.6416,62.68,77.9,28.5,1,8.2,1789
횡성,20220804,6.5112,2234476.8,1773964.8,66.7515,76.81,78.5,27.9,1,6.6,73.4
소양강,20220804,16.4252,36172915.2,2159740.8,1777.3554,61.29,82.3,28.8,1.3,7.6,1900
안동,20220804,0,1021334.4,1900195.2,525.0467,42.07,74.3,28.6,1.7,10.2,1000
임하,20220804,0,235008,560822.4,156.9768,26.38,74.3,28.6,1.7,10.2,424
성덕,20220804,0,8899.2,40867.2,10.2733,36.82,68.2,27.8,2.1,13.1,24.8
영주,20220804,0,393811.2,165801.6,50.5197,27.9,78.3,27.2,2.3,9.4,160.4
군위,20220804,0,2764.8,37411.2,10.181,20.91,75.9,30.7,2.4,7.1,40.1
김천부항,20220804,0.4237,85708.8,72489.6,13.45,24.77,78.8,27.1,2,6,42.6
보현산,20220804,11.4006,0,33609.6,5.5647,25.17,72.8,29.2,1.9,8.7,17.88
